     #Energy           s           p           d       tot  
     0.69041     0.00005     0.00462     0.00199     0.00666
     0.70041     0.00008     0.00731     0.00317     0.01056
     0.71041     0.00011     0.01071     0.00467     0.01549
     0.72041     0.00015     0.01454     0.00641     0.02109
     0.73041     0.00019     0.01833     0.00822     0.02674
     0.74041     0.00022     0.02155     0.00997     0.03174
     0.75041     0.00025     0.02379     0.01157     0.03561
     0.76041     0.00026     0.02496     0.01309     0.03831
     0.77041     0.00027     0.02532     0.01475     0.04034
     0.78041     0.00028     0.02536     0.01680     0.04244
     0.79041     0.00029     0.02564     0.01941     0.04534
     0.80041     0.00031     0.02650     0.02257     0.04938
     0.81041     0.00035     0.02795     0.02599     0.05429
     0.82041     0.00038     0.02965     0.02921     0.05924
     0.83041     0.00041     0.03110     0.03168     0.06319
     0.84041     0.00044     0.03175     0.03293     0.06512
     0.85041     0.00044     0.03121     0.03266     0.06431
     0.86041     0.00043     0.02930     0.03083     0.06056
     0.87041     0.00039     0.02613     0.02767     0.05419
     0.88041     0.00034     0.02204     0.02370     0.04608
     0.89041     0.00027     0.01754     0.01965     0.03746
     0.90041     0.00021     0.01315     0.01638     0.02974
     0.91141     0.00016     0.00933     0.01477     0.02426
     0.92141     0.00013     0.00637     0.01557     0.02207
     0.93141     0.00011     0.00437     0.01920     0.02368
     0.94141     0.00011     0.00324     0.02559     0.02894
     0.95141     0.00013     0.00278     0.03406     0.03697
     0.96141     0.00015     0.00275     0.04323     0.04613
     0.97141     0.00018     0.00290     0.05133     0.05441
     0.98141     0.00019     0.00304     0.05656     0.05979
     0.99141     0.00020     0.00303     0.05768     0.06091
     1.00141     0.00018     0.00284     0.05440     0.05742
     1.01141     0.00016     0.00248     0.04749     0.05014
     1.02141     0.00014     0.00206     0.03847     0.04067
     1.03141     0.00012     0.00165     0.02913     0.03089
     1.04141     0.00010     0.00135     0.02097     0.02241
     1.05141     0.00010     0.00119     0.01493     0.01621
     1.06141     0.00010     0.00118     0.01129     0.01257
     1.07141     0.00012     0.00128     0.00988     0.01127
     1.08141     0.00013     0.00142     0.01020     0.01175
     1.09141     0.00015     0.00154     0.01171     0.01340
     1.10141     0.00016     0.00159     0.01382     0.01557
     1.11141     0.00015     0.00154     0.01602     0.01772
     1.12141     0.00014     0.00140     0.01780     0.01934
     1.13141     0.00013     0.00119     0.01876     0.02007
     1.14141     0.00010     0.00094     0.01863     0.01968
     1.15141     0.00008     0.00071     0.01735     0.01814
     1.16141     0.00006     0.00050     0.01510     0.01566
     1.17141     0.00004     0.00034     0.01224     0.01262
