     #Energy           s           p           d       tot  
     1.97241    -0.00003    -0.00061    -0.00791    -0.00855
     1.98241    -0.00002    -0.00048    -0.00600    -0.00650
     1.99241    -0.00002    -0.00036    -0.00438    -0.00476
     2.00241    -0.00001    -0.00028    -0.00312    -0.00341
     2.01241    -0.00001    -0.00022    -0.00228    -0.00250
     2.02241    -0.00000    -0.00020    -0.00184    -0.00204
     2.03241    -0.00000    -0.00020    -0.00176    -0.00197
     2.04241    -0.00000    -0.00022    -0.00203    -0.00225
     2.05241    -0.00000    -0.00025    -0.00263    -0.00288
     2.06241    -0.00000    -0.00027    -0.00365    -0.00392
     2.07241    -0.00000    -0.00028    -0.00520    -0.00548
     2.08241    -0.00000    -0.00027    -0.00743    -0.00770
     2.09241    -0.00000    -0.00025    -0.01041    -0.01066
     2.10241    -0.00000    -0.00023    -0.01401    -0.01424
     2.11241    -0.00000    -0.00021    -0.01789    -0.01810
     2.12241    -0.00000    -0.00019    -0.02153    -0.02172
     2.13241    -0.00000    -0.00018    -0.02437    -0.02455
     2.14241    -0.00000    -0.00017    -0.02612    -0.02629
     2.15241    -0.00000    -0.00017    -0.02690    -0.02708
     2.16241    -0.00000    -0.00018    -0.02732    -0.02751
     2.17241    -0.00001    -0.00020    -0.02829    -0.02850
     2.18241    -0.00001    -0.00023    -0.03068    -0.03092
     2.19241    -0.00001    -0.00026    -0.03492    -0.03520
     2.20241    -0.00002    -0.00030    -0.04074    -0.04106
     2.21241    -0.00002    -0.00034    -0.04715    -0.04750
     2.22241    -0.00002    -0.00036    -0.05267    -0.05304
     2.23241    -0.00002    -0.00036    -0.05583    -0.05621
     2.24241    -0.00002    -0.00034    -0.05564    -0.05599
     2.25241    -0.00001    -0.00030    -0.05190    -0.05221
     2.26241    -0.00001    -0.00025    -0.04523    -0.04549
     2.27241    -0.00001    -0.00019    -0.03681    -0.03701
     2.28241    -0.00001    -0.00014    -0.02800    -0.02815
     2.29241    -0.00000    -0.00010    -0.01994    -0.02004
     2.30241    -0.00000    -0.00006    -0.01340    -0.01346
     2.31241    -0.00000    -0.00004    -0.00870    -0.00874
     2.32241    -0.00000    -0.00003    -0.00592    -0.00595
     2.33241    -0.00000    -0.00003    -0.00507    -0.00510
     2.34241    -0.00000    -0.00005    -0.00628    -0.00633
     2.35241    -0.00000    -0.00008    -0.00986    -0.00994
     2.36241    -0.00000    -0.00014    -0.01628    -0.01642
     2.37241    -0.00000    -0.00022    -0.02597    -0.02619
     2.38241    -0.00000    -0.00032    -0.03899    -0.03931
     2.39241    -0.00000    -0.00044    -0.05479    -0.05523
     2.40241    -0.00000    -0.00057    -0.07201    -0.07258
     2.41241    -0.00000    -0.00069    -0.08855    -0.08924
     2.42241    -0.00001    -0.00078    -0.10190    -0.10269
     2.43241    -0.00001    -0.00083    -0.10980    -0.11064
     2.44241    -0.00001    -0.00083    -0.11080    -0.11164
     2.45241    -0.00001    -0.00078    -0.10480    -0.10559
     2.46241    -0.00001    -0.00069    -0.09305    -0.09375
     2.47241    -0.00001    -0.00057    -0.07789    -0.07847
     2.48241    -0.00001    -0.00045    -0.06214    -0.06260
     2.49241    -0.00001    -0.00034    -0.04829    -0.04864
     2.50241    -0.00001    -0.00025    -0.03799    -0.03825
     2.51241    -0.00001    -0.00019    -0.03172    -0.03192
     2.52241    -0.00001    -0.00016    -0.02892    -0.02909
     2.53241    -0.00001    -0.00015    -0.02837    -0.02853
     2.54241    -0.00002    -0.00015    -0.02866    -0.02883
     2.55241    -0.00002    -0.00017    -0.02863    -0.02881
     2.56241    -0.00002    -0.00019    -0.02764    -0.02784
     2.57241    -0.00002    -0.00020    -0.02559    -0.02581
     2.58241    -0.00002    -0.00022    -0.02277    -0.02301
     2.59241    -0.00001    -0.00023    -0.01959    -0.01983
     2.60241    -0.00001    -0.00023    -0.01645    -0.01669
     2.61241    -0.00001    -0.00022    -0.01355    -0.01378
     2.62241    -0.00001    -0.00020    -0.01101    -0.01122
     2.63241    -0.00001    -0.00018    -0.00886    -0.00905
     2.64241    -0.00001    -0.00016    -0.00714    -0.00731
     2.65241    -0.00001    -0.00016    -0.00585    -0.00601
     2.66241    -0.00001    -0.00018    -0.00497    -0.00516
     2.67241    -0.00001    -0.00026    -0.00443    -0.00471
     2.68241    -0.00002    -0.00043    -0.00412    -0.00456
     2.69241    -0.00002    -0.00071    -0.00392    -0.00465
     2.70241    -0.00002    -0.00117    -0.00376    -0.00495
     2.71241    -0.00002    -0.00183    -0.00361    -0.00546
     2.72241    -0.00002    -0.00274    -0.00350    -0.00626
     2.73241    -0.00001    -0.00386    -0.00348    -0.00736
     2.74241    -0.00001    -0.00513    -0.00360    -0.00874
     2.75241    -0.00001    -0.00640    -0.00387    -0.01028
     2.76241    -0.00001    -0.00750    -0.00429    -0.01180
     2.77241    -0.00001    -0.00823    -0.00486    -0.01311
     2.78241    -0.00001    -0.00847    -0.00558    -0.01407
     2.79241    -0.00001    -0.00819    -0.00645    -0.01465
     2.80241    -0.00001    -0.00747    -0.00743    -0.01491
     2.81241    -0.00001    -0.00649    -0.00846    -0.01496
     2.82241    -0.00001    -0.00543    -0.00941    -0.01485
     2.83241    -0.00001    -0.00446    -0.01008    -0.01455
     2.84241    -0.00001    -0.00365    -0.01032    -0.01399
     2.85241    -0.00001    -0.00302    -0.01005    -0.01309
     2.86241    -0.00001    -0.00254    -0.00931    -0.01186
     2.87241    -0.00001    -0.00214    -0.00828    -0.01043
     2.88241    -0.00001    -0.00181    -0.00722    -0.00904
     2.89241    -0.00000    -0.00152    -0.00646    -0.00799
     2.90241    -0.00000    -0.00129    -0.00632    -0.00761
     2.91341    -0.00000    -0.00112    -0.00707    -0.00819
     2.92341    -0.00000    -0.00104    -0.00897    -0.01001
     2.93341    -0.00000    -0.00107    -0.01216    -0.01323
     2.94341    -0.00000    -0.00119    -0.01663    -0.01782
     2.95341    -0.00000    -0.00140    -0.02207    -0.02347
     2.96341    -0.00000    -0.00166    -0.02788    -0.02954
     2.97341    -0.00000    -0.00192    -0.03324    -0.03516
     2.98341    -0.00000    -0.00216    -0.03734    -0.03950
     2.99341    -0.00000    -0.00235    -0.03967    -0.04202
