#K-Path          Energy     s      p      d    tot
# NKPTS & NBANDS:  19 656
# Band-Index    1
   0.03508     -9.267872  0.002  0.000  0.002  0.004
   0.07015     -9.336050  0.001  0.000  0.005  0.005
   0.10523     -9.340108  0.001  0.001  0.004  0.006
   0.14030     -9.388799  0.000  0.001  0.003  0.004
   0.17538     -9.381121  0.001  0.002  0.002  0.004
   0.21045     -9.381943  0.000  0.002  0.001  0.004
   0.21045     -9.381943  0.000  0.002  0.001  0.004
   0.25095     -9.482340  0.001  0.001  0.001  0.003
   0.29145     -9.548908  0.000  0.002  0.001  0.003
   0.33196     -9.544465  0.001  0.001  0.002  0.004
   0.33196     -9.544465  0.001  0.001  0.002  0.004
   0.36667     -9.538072  0.001  0.001  0.002  0.004
   0.40139     -9.492735  0.000  0.001  0.001  0.002
   0.43610     -9.422965  0.001  0.001  0.001  0.002
   0.47082     -9.342751  0.000  0.000  0.005  0.006
   0.50553     -9.303837  0.000  0.000  0.001  0.001
   0.54025     -9.268641  0.003  0.001  0.002  0.006
   0.57496     -9.273784  0.006  0.002  0.004  0.011
 
# Band-Index  104
   0.57496     -9.204930  0.000  0.003  0.000  0.003
   0.54025     -9.225864  0.001  0.002  0.005  0.008
   0.50553     -9.255964  0.001  0.002  0.007  0.010
   0.47082     -9.263688  0.005  0.001  0.003  0.009
   0.43610     -9.301710  0.010  0.001  0.005  0.016
   0.40139     -9.329896  0.013  0.002  0.007  0.022
   0.36667     -9.289798  0.010  0.003  0.006  0.018
   0.33196     -9.248579  0.007  0.004  0.005  0.016
   0.33196     -9.248579  0.007  0.004  0.005  0.016
   0.29145     -9.249928  0.007  0.004  0.006  0.017
   0.25095     -9.319491  0.007  0.002  0.006  0.016
   0.21045     -9.339241  0.002  0.000  0.001  0.004
   0.21045     -9.339241  0.002  0.000  0.001  0.004
   0.17538     -9.366566  0.001  0.000  0.001  0.002
   0.14030     -9.360487  0.001  0.001  0.001  0.003
   0.10523     -9.332221  0.000  0.001  0.002  0.003
   0.07015     -9.279283  0.000  0.001  0.002  0.003
   0.03508     -9.206723  0.001  0.002  0.002  0.005
   0.00000     -9.204930  0.000  0.003  0.000  0.003
 
# Band-Index  105
   0.00000     -9.108313  0.002  0.001  0.001  0.004
   0.03508     -9.139342  0.003  0.000  0.005  0.008
   0.07015     -9.197591  0.001  0.000  0.001  0.002
   0.10523     -9.230610  0.000  0.000  0.002  0.003
   0.14030     -9.284402  0.001  0.000  0.001  0.002
   0.17538     -9.309497  0.000  0.001  0.001  0.001
   0.21045     -9.312412  0.000  0.000  0.000  0.001
   0.21045     -9.312412  0.000  0.000  0.000  0.001
   0.25095     -9.228394  0.001  0.001  0.001  0.003
   0.29145     -9.148681  0.007  0.002  0.004  0.013
   0.33196     -9.112253  0.009  0.002  0.005  0.017
   0.33196     -9.112253  0.009  0.002  0.005  0.017
   0.36667     -9.155865  0.008  0.003  0.005  0.016
   0.40139     -9.205651  0.005  0.002  0.004  0.011
   0.43610     -9.225330  0.002  0.001  0.004  0.007
   0.47082     -9.192884  0.002  0.001  0.003  0.005
   0.50553     -9.190891  0.003  0.001  0.003  0.007
   0.54025     -9.145676  0.001  0.001  0.002  0.004
   0.57496     -9.108313  0.002  0.001  0.001  0.004
 
# Band-Index  106
   0.57496     -9.074311  0.000  0.001  0.002  0.003
   0.54025     -9.086517  0.003  0.001  0.003  0.007
   0.50553     -9.141296  0.004  0.001  0.004  0.008
   0.47082     -9.151933  0.001  0.001  0.001  0.002
   0.43610     -9.118239  0.000  0.001  0.005  0.006
   0.40139     -9.071510  0.000  0.001  0.004  0.005
   0.36667     -9.036676  0.000  0.002  0.003  0.006
   0.33196     -9.053153  0.001  0.005  0.002  0.008
   0.33196     -9.053153  0.001  0.005  0.002  0.008
   0.29145     -9.049950  0.003  0.002  0.005  0.010
   0.25095     -9.143308  0.000  0.001  0.003  0.003
   0.21045     -9.216037  0.007  0.000  0.005  0.012
   0.21045     -9.216037  0.007  0.000  0.005  0.012
   0.17538     -9.223256  0.003  0.001  0.006  0.010
   0.14030     -9.227525  0.002  0.001  0.007  0.010
   0.10523     -9.189772  0.000  0.001  0.003  0.004
   0.07015     -9.125447  0.002  0.000  0.007  0.009
   0.03508     -9.093224  0.002  0.001  0.005  0.008
   0.00000     -9.074311  0.000  0.001  0.002  0.003
 
# Band-Index  107
   0.00000     -8.998898  0.002  0.000  0.001  0.004
   0.03508     -9.057719  0.000  0.001  0.002  0.003
   0.07015     -9.063856  0.000  0.001  0.005  0.006
   0.10523     -9.115968  0.002  0.001  0.010  0.012
   0.14030     -9.092775  0.006  0.001  0.008  0.014
   0.17538     -9.140143  0.004  0.001  0.004  0.009
   0.21045     -9.188478  0.000  0.002  0.003  0.005
   0.21045     -9.188478  0.000  0.002  0.003  0.005
   0.25095     -9.050456  0.008  0.001  0.009  0.018
   0.29145     -8.964593  0.002  0.002  0.008  0.012
   0.33196     -8.942370  0.001  0.001  0.006  0.007
   0.33196     -8.942370  0.001  0.001  0.006  0.007
   0.36667     -8.945152  0.001  0.001  0.002  0.005
   0.40139     -8.968949  0.000  0.002  0.005  0.007
   0.43610     -9.060504  0.001  0.000  0.002  0.004
   0.47082     -9.117683  0.002  0.001  0.006  0.009
   0.50553     -9.059175  0.002  0.001  0.003  0.006
   0.54025     -9.056937  0.000  0.001  0.005  0.006
   0.57496     -8.998898  0.002  0.000  0.001  0.004
 
# Band-Index  108
   0.57496     -8.985522  0.000  0.001  0.002  0.003
   0.54025     -9.002679  0.001  0.002  0.002  0.004
   0.50553     -9.012115  0.002  0.001  0.005  0.007
   0.47082     -9.035104  0.002  0.001  0.005  0.009
   0.43610     -8.997192  0.001  0.002  0.008  0.011
   0.40139     -8.940168  0.001  0.001  0.004  0.006
   0.36667     -8.918510  0.001  0.002  0.002  0.005
   0.33196     -8.924675  0.003  0.001  0.003  0.008
   0.33196     -8.924675  0.003  0.001  0.003  0.008
   0.29145     -8.938547  0.000  0.002  0.002  0.004
   0.25095     -8.960340  0.002  0.002  0.002  0.005
   0.21045     -8.988584  0.006  0.001  0.004  0.011
   0.21045     -8.988584  0.006  0.001  0.004  0.011
   0.17538     -9.001724  0.005  0.002  0.005  0.011
   0.14030     -9.025905  0.002  0.001  0.003  0.005
   0.10523     -9.010400  0.006  0.000  0.007  0.014
   0.07015     -9.002707  0.004  0.001  0.008  0.013
   0.03508     -8.980449  0.001  0.002  0.003  0.005
   0.00000     -8.985522  0.000  0.001  0.002  0.003
 
# Band-Index  109
   0.00000     -8.949103  0.000  0.000  0.010  0.010
   0.03508     -8.934544  0.000  0.000  0.003  0.003
   0.07015     -8.956593  0.001  0.001  0.001  0.004
   0.10523     -8.967595  0.000  0.002  0.001  0.003
   0.14030     -8.958250  0.002  0.001  0.005  0.008
   0.17538     -8.955085  0.000  0.002  0.003  0.005
   0.21045     -8.960849  0.001  0.002  0.003  0.006
   0.21045     -8.960849  0.001  0.002  0.003  0.006
   0.25095     -8.944433  0.000  0.002  0.002  0.004
   0.29145     -8.914086  0.001  0.001  0.003  0.005
   0.33196     -8.903376  0.000  0.002  0.002  0.004
   0.33196     -8.903376  0.000  0.002  0.002  0.004
   0.36667     -8.900667  0.001  0.002  0.010  0.013
   0.40139     -8.912284  0.001  0.002  0.007  0.011
   0.43610     -8.938446  0.001  0.002  0.005  0.008
   0.47082     -8.961981  0.002  0.002  0.005  0.009
   0.50553     -8.982264  0.000  0.002  0.004  0.006
   0.54025     -8.934762  0.000  0.001  0.003  0.004
   0.57496     -8.949103  0.000  0.000  0.010  0.010
 
# Band-Index  110
   0.57496     -8.874162  0.000  0.000  0.003  0.003
   0.54025     -8.897174  0.002  0.001  0.005  0.007
   0.50553     -8.896215  0.001  0.002  0.003  0.006
   0.47082     -8.876440  0.000  0.001  0.005  0.006
   0.43610     -8.850026  0.000  0.001  0.004  0.006
   0.40139     -8.820074  0.000  0.001  0.003  0.004
   0.36667     -8.804696  0.002  0.001  0.003  0.006
   0.33196     -8.813784  0.002  0.001  0.004  0.007
   0.33196     -8.813784  0.002  0.001  0.004  0.007
   0.29145     -8.838346  0.004  0.001  0.003  0.008
   0.25095     -8.894907  0.001  0.001  0.003  0.005
   0.21045     -8.912940  0.001  0.001  0.003  0.006
   0.21045     -8.912940  0.001  0.001  0.003  0.006
   0.17538     -8.924594  0.002  0.001  0.005  0.008
   0.14030     -8.927843  0.001  0.001  0.003  0.004
   0.10523     -8.900352  0.001  0.001  0.003  0.005
   0.07015     -8.900367  0.001  0.001  0.003  0.004
   0.03508     -8.901402  0.001  0.000  0.004  0.005
   0.00000     -8.874162  0.000  0.000  0.003  0.003
 
# Band-Index  111
   0.00000     -8.839212  0.003  0.000  0.003  0.006
   0.03508     -8.847802  0.002  0.001  0.004  0.007
   0.07015     -8.862788  0.003  0.001  0.005  0.009
   0.10523     -8.874408  0.006  0.000  0.007  0.014
   0.14030     -8.854209  0.007  0.001  0.006  0.014
   0.17538     -8.834292  0.005  0.001  0.004  0.011
   0.21045     -8.811049  0.011  0.001  0.009  0.021
   0.21045     -8.811049  0.011  0.001  0.009  0.021
   0.25095     -8.829996  0.008  0.001  0.007  0.016
   0.29145     -8.810429  0.001  0.001  0.005  0.007
   0.33196     -8.754907  0.000  0.001  0.007  0.009
   0.33196     -8.754907  0.000  0.001  0.007  0.009
   0.36667     -8.778980  0.001  0.001  0.006  0.008
   0.40139     -8.795353  0.001  0.001  0.003  0.005
   0.43610     -8.825085  0.001  0.001  0.003  0.006
   0.47082     -8.864050  0.001  0.002  0.004  0.006
   0.50553     -8.843819  0.000  0.001  0.002  0.003
   0.54025     -8.834789  0.001  0.000  0.005  0.006
   0.57496     -8.839212  0.003  0.000  0.003  0.006
 
# Band-Index  112
   0.57496     -8.808806  0.000  0.001  0.004  0.005
   0.54025     -8.767014  0.001  0.000  0.006  0.007
   0.50553     -8.773477  0.002  0.001  0.006  0.009
   0.47082     -8.768170  0.002  0.001  0.006  0.009
   0.43610     -8.771627  0.003  0.001  0.004  0.009
   0.40139     -8.759143  0.003  0.001  0.003  0.008
   0.36667     -8.702456  0.002  0.000  0.003  0.005
   0.33196     -8.658457  0.001  0.001  0.003  0.005
   0.33196     -8.658457  0.001  0.001  0.003  0.005
   0.29145     -8.736516  0.003  0.000  0.003  0.006
   0.25095     -8.783452  0.002  0.001  0.003  0.006
   0.21045     -8.788940  0.000  0.001  0.003  0.004
   0.21045     -8.788940  0.000  0.001  0.003  0.004
   0.17538     -8.783226  0.004  0.001  0.007  0.011
   0.14030     -8.797463  0.001  0.001  0.004  0.006
   0.10523     -8.787399  0.000  0.001  0.004  0.006
   0.07015     -8.778706  0.003  0.001  0.004  0.007
   0.03508     -8.778948  0.002  0.001  0.004  0.006
   0.00000     -8.808806  0.000  0.001  0.004  0.005
 
# Band-Index  113
   0.00000     -8.790392  0.000  0.001  0.005  0.006
   0.03508     -8.756883  0.000  0.000  0.006  0.006
   0.07015     -8.758556  0.001  0.001  0.005  0.006
   0.10523     -8.731609  0.003  0.001  0.004  0.008
   0.14030     -8.690483  0.003  0.001  0.005  0.008
   0.17538     -8.699152  0.001  0.002  0.003  0.006
   0.21045     -8.704112  0.000  0.002  0.003  0.005
   0.21045     -8.704112  0.000  0.002  0.003  0.005
   0.25095     -8.689667  0.002  0.002  0.003  0.006
   0.29145     -8.672055  0.001  0.001  0.002  0.004
   0.33196     -8.622406  0.002  0.001  0.009  0.012
   0.33196     -8.622406  0.002  0.001  0.009  0.012
   0.36667     -8.648189  0.001  0.001  0.003  0.004
   0.40139     -8.656590  0.000  0.001  0.002  0.003
   0.43610     -8.687090  0.001  0.001  0.006  0.008
   0.47082     -8.721666  0.001  0.001  0.004  0.007
   0.50553     -8.735508  0.000  0.000  0.003  0.004
   0.54025     -8.741512  0.001  0.000  0.004  0.005
   0.57496     -8.790392  0.000  0.001  0.005  0.006
 
# Band-Index  114
   0.57496     -8.734476  0.001  0.000  0.010  0.010
   0.54025     -8.723743  0.000  0.000  0.004  0.004
   0.50553     -8.680544  0.000  0.000  0.012  0.013
   0.47082     -8.659972  0.000  0.000  0.008  0.009
   0.43610     -8.652243  0.000  0.001  0.007  0.009
   0.40139     -8.620487  0.001  0.001  0.012  0.014
   0.36667     -8.595992  0.001  0.001  0.007  0.009
   0.33196     -8.583925  0.000  0.000  0.001  0.002
   0.33196     -8.583925  0.000  0.000  0.001  0.002
   0.29145     -8.610141  0.001  0.002  0.002  0.005
   0.25095     -8.637681  0.001  0.001  0.004  0.006
   0.21045     -8.637638  0.003  0.001  0.006  0.010
   0.21045     -8.637638  0.003  0.001  0.006  0.010
   0.17538     -8.650966  0.002  0.001  0.004  0.007
   0.14030     -8.677166  0.000  0.002  0.003  0.006
   0.10523     -8.693630  0.000  0.001  0.003  0.004
   0.07015     -8.713680  0.001  0.001  0.003  0.005
   0.03508     -8.717031  0.001  0.000  0.008  0.009
   0.00000     -8.734476  0.001  0.000  0.010  0.010
 
# Band-Index  115
   0.00000     -8.674869  0.002  0.000  0.006  0.008
   0.03508     -8.670519  0.000  0.001  0.001  0.002
   0.07015     -8.647490  0.000  0.001  0.005  0.006
   0.10523     -8.598597  0.001  0.001  0.004  0.005
   0.14030     -8.586274  0.001  0.001  0.003  0.005
   0.17538     -8.584907  0.001  0.001  0.003  0.005
   0.21045     -8.592451  0.000  0.001  0.000  0.002
   0.21045     -8.592451  0.000  0.001  0.000  0.002
   0.25095     -8.578612  0.001  0.001  0.004  0.007
   0.29145     -8.567454  0.001  0.001  0.007  0.009
   0.33196     -8.553486  0.000  0.001  0.005  0.006
   0.33196     -8.553486  0.000  0.001  0.005  0.006
   0.36667     -8.534842  0.001  0.002  0.004  0.007
   0.40139     -8.567711  0.001  0.001  0.003  0.004
   0.43610     -8.568253  0.001  0.001  0.002  0.005
   0.47082     -8.587931  0.000  0.002  0.002  0.005
   0.50553     -8.642553  0.001  0.001  0.001  0.003
   0.54025     -8.684627  0.000  0.000  0.004  0.005
   0.57496     -8.674869  0.002  0.000  0.006  0.008
 
# Band-Index  116
   0.57496     -8.626525  0.000  0.001  0.001  0.002
   0.54025     -8.618243  0.001  0.001  0.004  0.006
   0.50553     -8.601586  0.001  0.002  0.002  0.005
   0.47082     -8.556030  0.000  0.002  0.002  0.004
   0.43610     -8.524531  0.001  0.001  0.004  0.006
   0.40139     -8.494806  0.001  0.001  0.005  0.008
   0.36667     -8.479167  0.001  0.000  0.009  0.010
   0.33196     -8.509589  0.002  0.001  0.005  0.008
   0.33196     -8.509589  0.002  0.001  0.005  0.008
   0.29145     -8.456581  0.000  0.001  0.000  0.001
   0.25095     -8.480338  0.000  0.002  0.005  0.007
   0.21045     -8.496378  0.000  0.002  0.006  0.008
   0.21045     -8.496378  0.000  0.002  0.006  0.008
   0.17538     -8.490712  0.000  0.002  0.005  0.007
   0.14030     -8.489723  0.000  0.003  0.003  0.006
   0.10523     -8.535330  0.001  0.003  0.002  0.005
   0.07015     -8.590415  0.003  0.002  0.004  0.009
   0.03508     -8.632643  0.003  0.001  0.010  0.014
   0.00000     -8.626525  0.000  0.001  0.001  0.002
 
# Band-Index  117
   0.00000     -8.591653  0.000  0.001  0.006  0.008
   0.03508     -8.628665  0.001  0.001  0.003  0.005
   0.07015     -8.564389  0.000  0.001  0.004  0.005
   0.10523     -8.505807  0.000  0.001  0.002  0.003
   0.14030     -8.462902  0.000  0.001  0.001  0.002
   0.17538     -8.445355  0.000  0.001  0.001  0.003
   0.21045     -8.441386  0.000  0.002  0.001  0.003
   0.21045     -8.441386  0.000  0.002  0.001  0.003
   0.25095     -8.436873  0.001  0.001  0.003  0.005
   0.29145     -8.451808  0.001  0.001  0.012  0.015
   0.33196     -8.422448  0.002  0.001  0.004  0.007
   0.33196     -8.422448  0.002  0.001  0.004  0.007
   0.36667     -8.444682  0.000  0.001  0.003  0.003
   0.40139     -8.470973  0.001  0.001  0.003  0.005
   0.43610     -8.493638  0.001  0.000  0.002  0.003
   0.47082     -8.534851  0.001  0.001  0.003  0.006
   0.50553     -8.556022  0.001  0.001  0.003  0.005
   0.54025     -8.593864  0.001  0.001  0.004  0.006
   0.57496     -8.591653  0.000  0.001  0.006  0.008
 
# Band-Index  118
   0.57496     -8.566074  0.004  0.001  0.004  0.008
   0.54025     -8.582870  0.003  0.001  0.009  0.013
   0.50553     -8.522422  0.002  0.001  0.004  0.007
   0.47082     -8.499726  0.001  0.001  0.003  0.005
   0.43610     -8.478392  0.001  0.002  0.002  0.006
   0.40139     -8.430000  0.001  0.002  0.003  0.005
   0.36667     -8.398937  0.001  0.001  0.003  0.005
   0.33196     -8.377967  0.000  0.000  0.008  0.009
   0.33196     -8.377967  0.000  0.000  0.008  0.009
   0.29145     -8.399520  0.003  0.000  0.005  0.008
   0.25095     -8.373010  0.003  0.001  0.007  0.010
   0.21045     -8.345812  0.002  0.001  0.007  0.010
   0.21045     -8.345812  0.002  0.001  0.007  0.010
   0.17538     -8.376826  0.003  0.000  0.008  0.012
   0.14030     -8.439752  0.003  0.001  0.008  0.012
   0.10523     -8.481867  0.001  0.001  0.005  0.008
   0.07015     -8.505379  0.000  0.001  0.002  0.003
   0.03508     -8.550756  0.001  0.001  0.003  0.005
   0.00000     -8.566074  0.004  0.001  0.004  0.008
 
# Band-Index  119
   0.00000     -8.532623  0.000  0.000  0.001  0.001
   0.03508     -8.525847  0.001  0.001  0.004  0.005
   0.07015     -8.486405  0.001  0.001  0.006  0.008
   0.10523     -8.411034  0.000  0.001  0.002  0.003
   0.14030     -8.343129  0.000  0.001  0.003  0.004
   0.17538     -8.296676  0.001  0.001  0.004  0.006
   0.21045     -8.284452  0.002  0.001  0.003  0.005
   0.21045     -8.284452  0.002  0.001  0.003  0.005
   0.25095     -8.308904  0.001  0.001  0.005  0.006
   0.29145     -8.312533  0.002  0.002  0.004  0.008
   0.33196     -8.321588  0.000  0.003  0.002  0.005
   0.33196     -8.321588  0.000  0.003  0.002  0.005
   0.36667     -8.360805  0.003  0.001  0.005  0.009
   0.40139     -8.357061  0.002  0.001  0.005  0.009
   0.43610     -8.371811  0.002  0.000  0.003  0.005
   0.47082     -8.430898  0.001  0.000  0.003  0.004
   0.50553     -8.498562  0.000  0.001  0.006  0.007
   0.54025     -8.511934  0.000  0.001  0.001  0.003
   0.57496     -8.532623  0.000  0.000  0.001  0.001
 
# Band-Index  120
   0.57496     -8.484478  0.001  0.001  0.003  0.004
   0.54025     -8.467723  0.001  0.000  0.006  0.008
   0.50553     -8.424919  0.003  0.001  0.003  0.007
   0.47082     -8.335548  0.002  0.002  0.003  0.007
   0.43610     -8.315492  0.003  0.002  0.005  0.010
   0.40139     -8.308827  0.000  0.002  0.002  0.004
   0.36667     -8.291885  0.000  0.002  0.003  0.005
   0.33196     -8.279643  0.006  0.000  0.006  0.013
   0.33196     -8.279643  0.006  0.000  0.006  0.013
   0.29145     -8.265833  0.001  0.001  0.004  0.005
   0.25095     -8.275294  0.001  0.001  0.004  0.005
   0.21045     -8.253243  0.001  0.000  0.003  0.004
   0.21045     -8.253243  0.001  0.000  0.003  0.004
   0.17538     -8.258791  0.000  0.000  0.003  0.003
   0.14030     -8.311555  0.001  0.001  0.002  0.003
   0.10523     -8.383392  0.001  0.000  0.002  0.003
   0.07015     -8.441647  0.000  0.000  0.002  0.003
   0.03508     -8.453621  0.000  0.000  0.001  0.002
   0.00000     -8.484478  0.001  0.001  0.003  0.004
 
# Band-Index  121
   0.00000     -8.435560  0.001  0.001  0.006  0.007
   0.03508     -8.405587  0.001  0.001  0.004  0.007
   0.07015     -8.380904  0.001  0.001  0.004  0.006
   0.10523     -8.339821  0.001  0.001  0.006  0.007
   0.14030     -8.261903  0.001  0.000  0.002  0.003
   0.17538     -8.219564  0.000  0.000  0.005  0.006
   0.21045     -8.191196  0.000  0.001  0.005  0.007
   0.21045     -8.191196  0.000  0.001  0.005  0.007
   0.25095     -8.200125  0.001  0.001  0.010  0.011
   0.29145     -8.243498  0.003  0.000  0.007  0.010
   0.33196     -8.229659  0.001  0.000  0.001  0.003
   0.33196     -8.229659  0.001  0.000  0.001  0.003
   0.36667     -8.238812  0.003  0.001  0.005  0.008
   0.40139     -8.253208  0.000  0.002  0.002  0.004
   0.43610     -8.255373  0.000  0.002  0.002  0.004
   0.47082     -8.328799  0.003  0.001  0.005  0.009
   0.50553     -8.369498  0.000  0.001  0.002  0.003
   0.54025     -8.412973  0.001  0.001  0.001  0.003
   0.57496     -8.435560  0.001  0.001  0.006  0.007
 
# Band-Index  122
   0.57496     -8.366522  0.000  0.001  0.000  0.001
   0.54025     -8.359113  0.000  0.001  0.001  0.003
   0.50553     -8.322549  0.002  0.001  0.002  0.004
   0.47082     -8.267776  0.000  0.001  0.001  0.002
   0.43610     -8.224163  0.000  0.003  0.002  0.005
   0.40139     -8.182337  0.001  0.001  0.003  0.005
   0.36667     -8.191268  0.004  0.001  0.004  0.009
   0.33196     -8.193115  0.002  0.002  0.004  0.008
   0.33196     -8.193115  0.002  0.002  0.004  0.008
   0.29145     -8.165833  0.003  0.001  0.006  0.011
   0.25095     -8.151945  0.001  0.001  0.007  0.009
   0.21045     -8.130332  0.000  0.000  0.016  0.017
   0.21045     -8.130332  0.000  0.000  0.016  0.017
   0.17538     -8.178049  0.001  0.001  0.002  0.004
   0.14030     -8.233794  0.000  0.001  0.003  0.005
   0.10523     -8.248048  0.000  0.001  0.004  0.006
   0.07015     -8.290163  0.001  0.000  0.004  0.006
   0.03508     -8.346246  0.000  0.001  0.002  0.003
   0.00000     -8.366522  0.000  0.001  0.000  0.001
 
# Band-Index  123
   0.00000     -8.344115  0.000  0.001  0.003  0.004
   0.03508     -8.302786  0.000  0.001  0.001  0.002
   0.07015     -8.238550  0.001  0.001  0.004  0.006
   0.10523     -8.205849  0.003  0.001  0.009  0.013
   0.14030     -8.185790  0.001  0.000  0.016  0.018
   0.17538     -8.135021  0.000  0.001  0.018  0.018
   0.21045     -8.107885  0.000  0.001  0.018  0.019
   0.21045     -8.107885  0.000  0.001  0.018  0.019
   0.25095     -8.117725  0.002  0.000  0.005  0.008
   0.29145     -8.131998  0.002  0.000  0.007  0.009
   0.33196     -8.168523  0.005  0.000  0.006  0.012
   0.33196     -8.168523  0.005  0.000  0.006  0.012
   0.36667     -8.126095  0.005  0.001  0.006  0.012
   0.40139     -8.136951  0.003  0.002  0.003  0.008
   0.43610     -8.181172  0.001  0.001  0.001  0.003
   0.47082     -8.218368  0.001  0.001  0.001  0.003
   0.50553     -8.254952  0.000  0.001  0.003  0.004
   0.54025     -8.298729  0.000  0.001  0.003  0.004
   0.57496     -8.344115  0.000  0.001  0.003  0.004
 
# Band-Index  124
   0.57496     -8.290362  0.000  0.001  0.005  0.005
   0.54025     -8.264825  0.000  0.000  0.003  0.003
   0.50553     -8.204820  0.000  0.001  0.003  0.004
   0.47082     -8.161409  0.000  0.000  0.007  0.007
   0.43610     -8.098793  0.000  0.000  0.006  0.006
   0.40139     -8.064933  0.002  0.001  0.004  0.006
   0.36667     -8.102441  0.001  0.000  0.006  0.007
   0.33196     -8.119339  0.002  0.000  0.003  0.006
   0.33196     -8.119339  0.002  0.000  0.003  0.006
   0.29145     -8.115743  0.001  0.000  0.003  0.004
   0.25095     -8.087800  0.002  0.000  0.014  0.017
   0.21045     -8.087546  0.002  0.001  0.004  0.008
   0.21045     -8.087546  0.002  0.001  0.004  0.008
   0.17538     -8.081495  0.004  0.001  0.016  0.021
   0.14030     -8.082329  0.004  0.001  0.009  0.014
   0.10523     -8.134395  0.003  0.001  0.006  0.009
   0.07015     -8.199100  0.000  0.001  0.001  0.002
   0.03508     -8.273106  0.000  0.000  0.004  0.004
   0.00000     -8.290362  0.000  0.001  0.005  0.005
 
# Band-Index  125
   0.00000     -8.210162  0.001  0.000  0.004  0.004
   0.03508     -8.181299  0.001  0.001  0.002  0.004
   0.07015     -8.153661  0.002  0.001  0.004  0.007
   0.10523     -8.098210  0.001  0.000  0.004  0.005
   0.14030     -8.062749  0.003  0.003  0.007  0.014
   0.17538     -8.054114  0.004  0.002  0.006  0.011
   0.21045     -8.060614  0.004  0.001  0.009  0.014
   0.21045     -8.060614  0.004  0.001  0.009  0.014
   0.25095     -8.042914  0.002  0.001  0.006  0.009
   0.29145     -8.078814  0.003  0.002  0.003  0.008
   0.33196     -8.101719  0.001  0.000  0.003  0.004
   0.33196     -8.101719  0.001  0.000  0.003  0.004
   0.36667     -8.077811  0.003  0.001  0.003  0.007
   0.40139     -8.033838  0.001  0.000  0.017  0.018
   0.43610     -8.068073  0.000  0.000  0.006  0.007
   0.47082     -8.109287  0.000  0.001  0.005  0.006
   0.50553     -8.155543  0.000  0.001  0.004  0.005
   0.54025     -8.197969  0.000  0.001  0.004  0.005
   0.57496     -8.210162  0.001  0.000  0.004  0.004
 
# Band-Index  126
   0.57496     -8.177028  0.000  0.002  0.002  0.004
   0.54025     -8.160834  0.000  0.001  0.004  0.005
   0.50553     -8.102104  0.000  0.001  0.006  0.007
   0.47082     -8.024103  0.001  0.001  0.005  0.008
   0.43610     -7.988279  0.001  0.001  0.008  0.009
   0.40139     -8.009346  0.000  0.001  0.004  0.005
   0.36667     -8.009838  0.001  0.002  0.006  0.009
   0.33196     -8.027628  0.000  0.001  0.004  0.005
   0.33196     -8.027628  0.000  0.001  0.004  0.005
   0.29145     -7.985409  0.000  0.001  0.005  0.007
   0.25095     -7.993778  0.002  0.002  0.004  0.007
   0.21045     -8.023751  0.001  0.000  0.003  0.004
   0.21045     -8.023751  0.001  0.000  0.003  0.004
   0.17538     -8.001815  0.000  0.000  0.004  0.004
   0.14030     -8.025743  0.000  0.001  0.003  0.004
   0.10523     -8.046240  0.000  0.003  0.004  0.007
   0.07015     -8.097370  0.000  0.002  0.005  0.007
   0.03508     -8.164083  0.000  0.001  0.005  0.007
   0.00000     -8.177028  0.000  0.002  0.002  0.004
 
# Band-Index  127
   0.00000     -8.031447  0.007  0.003  0.009  0.018
   0.03508     -8.027071  0.006  0.002  0.008  0.017
   0.07015     -8.011351  0.004  0.001  0.005  0.011
   0.10523     -7.990672  0.002  0.001  0.006  0.008
   0.14030     -7.976997  0.001  0.001  0.008  0.010
   0.17538     -7.974741  0.000  0.001  0.004  0.006
   0.21045     -7.993409  0.000  0.001  0.002  0.003
   0.21045     -7.993409  0.000  0.001  0.002  0.003
   0.25095     -7.962555  0.000  0.001  0.003  0.004
   0.29145     -7.916705  0.000  0.001  0.003  0.004
   0.33196     -7.962989  0.001  0.001  0.006  0.008
   0.33196     -7.962989  0.001  0.001  0.006  0.008
   0.36667     -7.955296  0.000  0.000  0.002  0.003
   0.40139     -7.960281  0.006  0.000  0.005  0.012
   0.43610     -7.974581  0.006  0.000  0.011  0.017
   0.47082     -7.992258  0.002  0.001  0.009  0.012
   0.50553     -8.010450  0.003  0.002  0.005  0.009
   0.54025     -8.026057  0.006  0.002  0.007  0.016
   0.57496     -8.031447  0.007  0.003  0.009  0.018
 
# Band-Index  128
   0.57496     -7.982984  0.000  0.001  0.003  0.005
   0.54025     -7.981602  0.001  0.001  0.004  0.007
   0.50553     -7.975772  0.003  0.002  0.007  0.012
   0.47082     -7.946892  0.003  0.002  0.006  0.011
   0.43610     -7.911634  0.004  0.001  0.004  0.009
   0.40139     -7.925707  0.004  0.001  0.006  0.010
   0.36667     -7.893274  0.000  0.001  0.001  0.002
   0.33196     -7.912628  0.000  0.001  0.001  0.002
   0.33196     -7.912628  0.000  0.001  0.001  0.002
   0.29145     -7.885109  0.001  0.000  0.004  0.005
   0.25095     -7.921860  0.001  0.001  0.005  0.006
   0.21045     -7.947333  0.001  0.001  0.005  0.007
   0.21045     -7.947333  0.001  0.001  0.005  0.007
   0.17538     -7.958317  0.001  0.001  0.001  0.003
