     #Energy           s           p           d       tot  
     7.98841    -0.03856    -0.11437     0.00000    -0.15293
     7.99841    -0.03750    -0.11777     0.00000    -0.15527
     8.00841    -0.03574    -0.12050     0.00000    -0.15624
     8.01841    -0.03326    -0.12148     0.00000    -0.15474
     8.02841    -0.03018    -0.12044     0.00000    -0.15062
     8.03841    -0.02688    -0.11800     0.00000    -0.14488
     8.04841    -0.02380    -0.11530     0.00000    -0.13910
     8.05841    -0.02135    -0.11356     0.00000    -0.13490
     8.06841    -0.01980    -0.11352     0.00000    -0.13332
     8.07841    -0.01929    -0.11537     0.00000    -0.13466
     8.08841    -0.01976    -0.11875     0.00000    -0.13851
     8.09841    -0.02105    -0.12310     0.00000    -0.14415
     8.10841    -0.02292    -0.12795     0.00000    -0.15087
     8.11841    -0.02507    -0.13292     0.00000    -0.15799
     8.12841    -0.02719    -0.13770     0.00000    -0.16489
     8.13841    -0.02899    -0.14186     0.00000    -0.17085
     8.14841    -0.03026    -0.14492     0.00000    -0.17518
     8.15841    -0.03093    -0.14644     0.00000    -0.17737
     8.16841    -0.03105    -0.14622     0.00000    -0.17727
     8.17841    -0.03081    -0.14446     0.00000    -0.17527
     8.18841    -0.03042    -0.14170     0.00000    -0.17212
     8.19841    -0.03010    -0.13870     0.00000    -0.16880
     8.20841    -0.02992    -0.13621     0.00000    -0.16613
     8.21841    -0.02985    -0.13488     0.00000    -0.16473
     8.22841    -0.02982    -0.13512     0.00000    -0.16494
     8.23841    -0.02973    -0.13713     0.00000    -0.16686
     8.24841    -0.02954    -0.14085     0.00000    -0.17039
     8.25841    -0.02923    -0.14602     0.00000    -0.17525
     8.26841    -0.02882    -0.15209     0.00000    -0.18091
     8.27841    -0.02830    -0.15820     0.00000    -0.18650
     8.28841    -0.02765    -0.16330     0.00000    -0.19095
     8.29841    -0.02687    -0.16633     0.00000    -0.19320
     8.30841    -0.02597    -0.16651     0.00000    -0.19248
     8.31841    -0.02502    -0.16352     0.00000    -0.18854
     8.32841    -0.02411    -0.15758     0.00000    -0.18168
     8.33841    -0.02330    -0.14943     0.00000    -0.17273
     8.34841    -0.02265    -0.14009     0.00000    -0.16274
     8.35841    -0.02214    -0.13067     0.00000    -0.15281
     8.36841    -0.02176    -0.12223     0.00000    -0.14399
     8.37841    -0.02149    -0.11571     0.00000    -0.13720
     8.38841    -0.02133    -0.11185     0.00000    -0.13318
     8.39841    -0.02134    -0.11108     0.00000    -0.13242
     8.40841    -0.02161    -0.11343     0.00000    -0.13504
