     #Energy           s           p           d       tot  
     3.16341    -0.00411    -0.05083     0.00000    -0.05494
     3.17341    -0.00413    -0.04696     0.00000    -0.05109
     3.18341    -0.00419    -0.04476     0.00000    -0.04895
     3.19341    -0.00420    -0.04344     0.00000    -0.04764
     3.20341    -0.00410    -0.04217     0.00000    -0.04627
     3.21341    -0.00383    -0.04065     0.00000    -0.04448
     3.22341    -0.00342    -0.03925     0.00000    -0.04267
     3.23341    -0.00295    -0.03887     0.00000    -0.04181
     3.24341    -0.00251    -0.04059     0.00000    -0.04309
     3.25341    -0.00220    -0.04511     0.00000    -0.04732
     3.26341    -0.00211    -0.05243     0.00000    -0.05454
     3.27341    -0.00228    -0.06187     0.00000    -0.06415
     3.28341    -0.00272    -0.07247     0.00000    -0.07519
     3.29341    -0.00346    -0.08342     0.00000    -0.08689
     3.30341    -0.00451    -0.09447     0.00000    -0.09898
     3.31341    -0.00584    -0.10576     0.00000    -0.11160
     3.32341    -0.00737    -0.11730     0.00000    -0.12468
     3.33341    -0.00896    -0.12853     0.00000    -0.13748
     3.34341    -0.01037    -0.13784     0.00000    -0.14821
     3.35341    -0.01137    -0.14311     0.00000    -0.15448
     3.36341    -0.01177    -0.14247     0.00000    -0.15424
     3.37341    -0.01151    -0.13521     0.00000    -0.14672
     3.38341    -0.01071    -0.12234     0.00000    -0.13305
     3.39341    -0.00961    -0.10645     0.00000    -0.11606
     3.40341    -0.00850    -0.09085     0.00000    -0.09935
     3.41341    -0.00766    -0.07858     0.00000    -0.08624
     3.42341    -0.00721    -0.07135     0.00000    -0.07856
     3.43341    -0.00713    -0.06919     0.00000    -0.07632
     3.44341    -0.00726    -0.07061     0.00000    -0.07787
     3.45341    -0.00739    -0.07318     0.00000    -0.08056
     3.46341    -0.00729    -0.07444     0.00000    -0.08173
     3.47341    -0.00686    -0.07277     0.00000    -0.07963
     3.48341    -0.00610    -0.06764     0.00000    -0.07374
     3.49341    -0.00514    -0.05982     0.00000    -0.06496
     3.50341    -0.00414    -0.05095     0.00000    -0.05509
     3.51341    -0.00326    -0.04294     0.00000    -0.04620
     3.52341    -0.00262    -0.03747     0.00000    -0.04009
     3.53341    -0.00228    -0.03573     0.00000    -0.03801
     3.54341    -0.00224    -0.03822     0.00000    -0.04046
     3.55341    -0.00248    -0.04497     0.00000    -0.04744
     3.56341    -0.00294    -0.05562     0.00000    -0.05856
     3.57341    -0.00360    -0.06957     0.00000    -0.07317
     3.58341    -0.00443    -0.08592     0.00000    -0.09035
     3.59341    -0.00540    -0.10348     0.00000    -0.10888
     3.60341    -0.00651    -0.12083     0.00000    -0.12734
     3.61341    -0.00772    -0.13644     0.00000    -0.14416
     3.62341    -0.00900    -0.14892     0.00000    -0.15792
     3.63341    -0.01025    -0.15725     0.00000    -0.16750
     3.64341    -0.01140    -0.16086     0.00000    -0.17226
     3.65341    -0.01231    -0.15971     0.00000    -0.17201
     3.66341    -0.01289    -0.15428     0.00000    -0.16717
     3.67341    -0.01308    -0.14551     0.00000    -0.15859
     3.68341    -0.01291    -0.13473     0.00000    -0.14765
     3.69341    -0.01249    -0.12356     0.00000    -0.13605
     3.70341    -0.01194    -0.11348     0.00000    -0.12543
     3.71341    -0.01141    -0.10543     0.00000    -0.11684
     3.72341    -0.01093    -0.09961     0.00000    -0.11054
     3.73341    -0.01049    -0.09541     0.00000    -0.10590
     3.74341    -0.01001    -0.09176     0.00000    -0.10177
     3.75341    -0.00942    -0.08774     0.00000    -0.09716
     3.76341    -0.00872    -0.08301     0.00000    -0.09173
     3.77341    -0.00796    -0.07791     0.00000    -0.08587
     3.78341    -0.00725    -0.07320     0.00000    -0.08045
     3.79341    -0.00667    -0.06964     0.00000    -0.07631
     3.80341    -0.00625    -0.06754     0.00000    -0.07379
     3.81341    -0.00598    -0.06660     0.00000    -0.07257
     3.82341    -0.00578    -0.06603     0.00000    -0.07181
     3.83341    -0.00559    -0.06504     0.00000    -0.07063
     3.84341    -0.00541    -0.06316     0.00000    -0.06857
     3.85341    -0.00525    -0.06064     0.00000    -0.06588
     3.86341    -0.00519    -0.05837     0.00000    -0.06356
     3.87341    -0.00533    -0.05776     0.00000    -0.06309
     3.88341    -0.00573    -0.06024     0.00000    -0.06597
     3.89341    -0.00646    -0.06681     0.00000    -0.07326
     3.90341    -0.00749    -0.07774     0.00000    -0.08523
     3.91441    -0.00879    -0.09229     0.00000    -0.10108
     3.92441    -0.01026    -0.10866     0.00000    -0.11892
     3.93441    -0.01172    -0.12421     0.00000    -0.13594
     3.94441    -0.01299    -0.13596     0.00000    -0.14895
     3.95441    -0.01382    -0.14120     0.00000    -0.15502
     3.96441    -0.01403    -0.13842     0.00000    -0.15245
     3.97441    -0.01358    -0.12778     0.00000    -0.14135
     3.98441    -0.01257    -0.11113     0.00000    -0.12370
     3.99441    -0.01129    -0.09155     0.00000    -0.10284
     4.00441    -0.01010    -0.07250     0.00000    -0.08261
     4.01441    -0.00934    -0.05683     0.00000    -0.06617
     4.02441    -0.00919    -0.04635     0.00000    -0.05554
     4.03441    -0.00965    -0.04137     0.00000    -0.05102
     4.04441    -0.01054    -0.04116     0.00000    -0.05170
     4.05441    -0.01157    -0.04421     0.00000    -0.05578
     4.06441    -0.01253    -0.04905     0.00000    -0.06158
     4.07441    -0.01342    -0.05483     0.00000    -0.06825
     4.08441    -0.01448    -0.06181     0.00000    -0.07629
     4.09441    -0.01622    -0.07139     0.00000    -0.08761
     4.10441    -0.01924    -0.08577     0.00000    -0.10501
     4.11441    -0.02400    -0.10689     0.00000    -0.13089
     4.12441    -0.03055    -0.13523     0.00000    -0.16578
     4.13441    -0.03837    -0.16896     0.00000    -0.20733
     4.14441    -0.04636    -0.20377     0.00000    -0.25013
     4.15441    -0.05305    -0.23354     0.00000    -0.28659
     4.16441    -0.05711    -0.25230     0.00000    -0.30941
     4.17441    -0.05764    -0.25615     0.00000    -0.31379
     4.18441    -0.05454    -0.24431     0.00000    -0.29885
     4.19441    -0.04858    -0.21980     0.00000    -0.26837
     4.20441    -0.04105    -0.18821     0.00000    -0.22926
     4.21441    -0.03347    -0.15593     0.00000    -0.18940
     4.22441    -0.02710    -0.12842     0.00000    -0.15552
     4.23441    -0.02261    -0.10893     0.00000    -0.13154
     4.24441    -0.02009    -0.09815     0.00000    -0.11824
     4.25441    -0.01916    -0.09484     0.00000    -0.11400
     4.26441    -0.01918    -0.09665     0.00000    -0.11583
     4.27441    -0.01949    -0.10108     0.00000    -0.12057
     4.28441    -0.01958    -0.10597     0.00000    -0.12556
     4.29441    -0.01919    -0.10967     0.00000    -0.12886
     4.30441    -0.01824    -0.11111     0.00000    -0.12935
     4.31441    -0.01682    -0.10967     0.00000    -0.12649
     4.32441    -0.01511    -0.10529     0.00000    -0.12039
     4.33441    -0.01331    -0.09853     0.00000    -0.11184
     4.34441    -0.01162    -0.09059     0.00000    -0.10221
     4.35441    -0.01025    -0.08313     0.00000    -0.09338
     4.36441    -0.00937    -0.07784     0.00000    -0.08721
     4.37441    -0.00913    -0.07602     0.00000    -0.08515
     4.38441    -0.00962    -0.07818     0.00000    -0.08781
     4.39441    -0.01087    -0.08391     0.00000    -0.09478
     4.40441    -0.01286    -0.09215     0.00000    -0.10500
     4.41441    -0.01557    -0.10162     0.00000    -0.11719
     4.42441    -0.01901    -0.11147     0.00000    -0.13048
     4.43441    -0.02322    -0.12161     0.00000    -0.14483
     4.44441    -0.02824    -0.13270     0.00000    -0.16094
     4.45441    -0.03400    -0.14582     0.00000    -0.17982
     4.46441    -0.04024    -0.16171     0.00000    -0.20195
     4.47441    -0.04649    -0.18016     0.00000    -0.22665
     4.48441    -0.05209    -0.19975     0.00000    -0.25184
     4.49441    -0.05632    -0.21799     0.00000    -0.27431
     4.50441    -0.05863    -0.23188     0.00000    -0.29051
     4.51441    -0.05873    -0.23884     0.00000    -0.29757
     4.52441    -0.05678    -0.23737     0.00000    -0.29415
     4.53441    -0.05323    -0.22758     0.00000    -0.28081
     4.54441    -0.04879    -0.21100     0.00000    -0.25979
     4.55441    -0.04416    -0.19014     0.00000    -0.23430
     4.56441    -0.03980    -0.16771     0.00000    -0.20751
     4.57441    -0.03589    -0.14587     0.00000    -0.18176
     4.58441    -0.03235    -0.12584     0.00000    -0.15819
     4.59441    -0.02894    -0.10800     0.00000    -0.13694
     4.60441    -0.02548    -0.09218     0.00000    -0.11766
     4.61441    -0.02196    -0.07836     0.00000    -0.10032
     4.62441    -0.01864    -0.06706     0.00000    -0.08570
     4.63441    -0.01593    -0.05943     0.00000    -0.07535
     4.64441    -0.01430    -0.05687     0.00000    -0.07117
     4.65441    -0.01410    -0.06063     0.00000    -0.07474
     4.66441    -0.01546    -0.07096     0.00000    -0.08642
     4.67441    -0.01819    -0.08683     0.00000    -0.10502
     4.68441    -0.02191    -0.10584     0.00000    -0.12774
     4.69441    -0.02609    -0.12473     0.00000    -0.15082
     4.70441    -0.03023    -0.14015     0.00000    -0.17038
     4.71441    -0.03399    -0.14964     0.00000    -0.18363
     4.72441    -0.03719    -0.15221     0.00000    -0.18939
     4.73441    -0.03981    -0.14854     0.00000    -0.18835
     4.74441    -0.04194    -0.14057     0.00000    -0.18251
     4.75441    -0.04367    -0.13082     0.00000    -0.17449
     4.76441    -0.04501    -0.12165     0.00000    -0.16666
     4.77441    -0.04584    -0.11476     0.00000    -0.16060
     4.78441    -0.04609    -0.11100     0.00000    -0.15709
     4.79441    -0.04571    -0.11054     0.00000    -0.15625
     4.80441    -0.04484    -0.11301     0.00000    -0.15785
     4.81441    -0.04373    -0.11789     0.00000    -0.16162
     4.82441    -0.04276    -0.12473     0.00000    -0.16749
     4.83441    -0.04223    -0.13314     0.00000    -0.17537
     4.84441    -0.04222    -0.14275     0.00000    -0.18497
     4.85441    -0.04259    -0.15293     0.00000    -0.19552
     4.86441    -0.04289    -0.16255     0.00000    -0.20544
     4.87441    -0.04259    -0.16999     0.00000    -0.21258
     4.88441    -0.04120    -0.17330     0.00000    -0.21450
     4.89441    -0.03841    -0.17072     0.00000    -0.20913
     4.90441    -0.03426    -0.16122     0.00000    -0.19548
     4.91541    -0.02907    -0.14505     0.00000    -0.17412
     4.92541    -0.02339    -0.12370     0.00000    -0.14709
     4.93541    -0.01781    -0.09977     0.00000    -0.11757
     4.94541    -0.01288    -0.07618     0.00000    -0.08905
     4.95541    -0.00894    -0.05551     0.00000    -0.06445
     4.96541    -0.00614    -0.03949     0.00000    -0.04563
     4.97541    -0.00443    -0.02876     0.00000    -0.03319
     4.98541    -0.00362    -0.02299     0.00000    -0.02661
     4.99541    -0.00352    -0.02129     0.00000    -0.02481
     5.00541    -0.00395    -0.02258     0.00000    -0.02653
     5.01541    -0.00483    -0.02596     0.00000    -0.03078
     5.02541    -0.00615    -0.03086     0.00000    -0.03701
     5.03541    -0.00798    -0.03707     0.00000    -0.04505
     5.04541    -0.01034    -0.04445     0.00000    -0.05479
     5.05541    -0.01318    -0.05279     0.00000    -0.06597
     5.06541    -0.01628    -0.06158     0.00000    -0.07786
     5.07541    -0.01931    -0.07013     0.00000    -0.08944
     5.08541    -0.02190    -0.07784     0.00000    -0.09973
     5.09541    -0.02377    -0.08456     0.00000    -0.10832
     5.10541    -0.02482    -0.09081     0.00000    -0.11563
     5.11541    -0.02519    -0.09775     0.00000    -0.12294
     5.12541    -0.02517    -0.10681     0.00000    -0.13199
     5.13541    -0.02515    -0.11907     0.00000    -0.14422
     5.14541    -0.02543    -0.13480     0.00000    -0.16023
     5.15541    -0.02621    -0.15317     0.00000    -0.17938
     5.16541    -0.02752    -0.17231     0.00000    -0.19983
     5.17541    -0.02928    -0.18968     0.00000    -0.21896
     5.18541    -0.03131    -0.20273     0.00000    -0.23404
     5.19541    -0.03341    -0.20957     0.00000    -0.24298
     5.20541    -0.03538    -0.20935     0.00000    -0.24473
     5.21541    -0.03706    -0.20249     0.00000    -0.23955
     5.22541    -0.03843    -0.19049     0.00000    -0.22892
     5.23541    -0.03955    -0.17556     0.00000    -0.21512
     5.24541    -0.04055    -0.16006     0.00000    -0.20061
     5.25541    -0.04149    -0.14613     0.00000    -0.18762
     5.26541    -0.04242    -0.13520     0.00000    -0.17762
     5.27541    -0.04313    -0.12777     0.00000    -0.17090
     5.28541    -0.04338    -0.12323     0.00000    -0.16661
     5.29541    -0.04276    -0.12021     0.00000    -0.16297
     5.30541    -0.04101    -0.11705     0.00000    -0.15806
     5.31541    -0.03807    -0.11238     0.00000    -0.15045
     5.32541    -0.03410    -0.10557     0.00000    -0.13966
     5.33541    -0.02947    -0.09691     0.00000    -0.12638
     5.34541    -0.02468    -0.08734     0.00000    -0.11202
     5.35541    -0.02017    -0.07798     0.00000    -0.09815
     5.36541    -0.01628    -0.06970     0.00000    -0.08598
     5.37541    -0.01321    -0.06294     0.00000    -0.07615
     5.38541    -0.01104    -0.05757     0.00000    -0.06861
     5.39541    -0.00971    -0.05316     0.00000    -0.06288
     5.40541    -0.00918    -0.04932     0.00000    -0.05850
     5.41541    -0.00933    -0.04604     0.00000    -0.05537
     5.42541    -0.01006    -0.04364     0.00000    -0.05370
     5.43541    -0.01128    -0.04278     0.00000    -0.05406
     5.44541    -0.01291    -0.04424     0.00000    -0.05715
     5.45541    -0.01492    -0.04869     0.00000    -0.06361
     5.46541    -0.01730    -0.05650     0.00000    -0.07380
     5.47541    -0.02008    -0.06777     0.00000    -0.08785
     5.48541    -0.02329    -0.08237     0.00000    -0.10566
     5.49541    -0.02687    -0.09995     0.00000    -0.12682
     5.50541    -0.03068    -0.11987     0.00000    -0.15055
     5.51541    -0.03444    -0.14100     0.00000    -0.17544
     5.52541    -0.03780    -0.16171     0.00000    -0.19951
     5.53541    -0.04047    -0.17986     0.00000    -0.22033
     5.54541    -0.04226    -0.19327     0.00000    -0.23553
     5.55541    -0.04322    -0.20021     0.00000    -0.24343
     5.56541    -0.04355    -0.20002     0.00000    -0.24357
     5.57541    -0.04350    -0.19321     0.00000    -0.23671
     5.58541    -0.04327    -0.18130     0.00000    -0.22457
     5.59541    -0.04280    -0.16623     0.00000    -0.20903
     5.60541    -0.04191    -0.14989     0.00000    -0.19180
     5.61541    -0.04034    -0.13377     0.00000    -0.17411
     5.62541    -0.03801    -0.11899     0.00000    -0.15700
     5.63541    -0.03506    -0.10628     0.00000    -0.14134
     5.64541    -0.03182    -0.09615     0.00000    -0.12797
     5.65541    -0.02873    -0.08870     0.00000    -0.11743
     5.66541    -0.02614    -0.08373     0.00000    -0.10987
     5.67541    -0.02417    -0.08065     0.00000    -0.10482
     5.68541    -0.02279    -0.07884     0.00000    -0.10163
     5.69541    -0.02186    -0.07788     0.00000    -0.09974
     5.70541    -0.02126    -0.07780     0.00000    -0.09906
     5.71541    -0.02094    -0.07912     0.00000    -0.10005
     5.72541    -0.02093    -0.08267     0.00000    -0.10360
     5.73541    -0.02129    -0.08927     0.00000    -0.11057
     5.74541    -0.02208    -0.09918     0.00000    -0.12126
     5.75541    -0.02325    -0.11180     0.00000    -0.13504
     5.76541    -0.02465    -0.12548     0.00000    -0.15013
     5.77541    -0.02606    -0.13789     0.00000    -0.16395
     5.78541    -0.02731    -0.14659     0.00000    -0.17390
     5.79541    -0.02829    -0.14986     0.00000    -0.17815
     5.80541    -0.02903    -0.14729     0.00000    -0.17632
     5.81541    -0.02966    -0.13988     0.00000    -0.16954
     5.82541    -0.03032    -0.12962     0.00000    -0.15994
     5.83541    -0.03102    -0.11871     0.00000    -0.14973
     5.84541    -0.03163    -0.10885     0.00000    -0.14048
     5.85541    -0.03189    -0.10092     0.00000    -0.13281
     5.86541    -0.03160    -0.09499     0.00000    -0.12659
     5.87541    -0.03068    -0.09079     0.00000    -0.12147
     5.88541    -0.02931    -0.08812     0.00000    -0.11743
     5.89541    -0.02790    -0.08712     0.00000    -0.11501
     5.90541    -0.02690    -0.08826     0.00000    -0.11517
     5.91641    -0.02671    -0.09213     0.00000    -0.11884
     5.92641    -0.02746    -0.09909     0.00000    -0.12654
     5.93641    -0.02902    -0.10900     0.00000    -0.13802
     5.94641    -0.03105    -0.12119     0.00000    -0.15224
     5.95641    -0.03307    -0.13445     0.00000    -0.16752
     5.96641    -0.03463    -0.14719     0.00000    -0.18182
     5.97641    -0.03538    -0.15777     0.00000    -0.19315
     5.98641    -0.03516    -0.16479     0.00000    -0.19995
     5.99641    -0.03402    -0.16758     0.00000    -0.20160
     6.00641    -0.03217    -0.16639     0.00000    -0.19856
     6.01641    -0.02998    -0.16247     0.00000    -0.19245
     6.02641    -0.02787    -0.15751     0.00000    -0.18538
     6.03641    -0.02621    -0.15317     0.00000    -0.17938
     6.04641    -0.02523    -0.15045     0.00000    -0.17568
     6.05641    -0.02500    -0.14952     0.00000    -0.17452
     6.06641    -0.02548    -0.15005     0.00000    -0.17553
     6.07641    -0.02656    -0.15173     0.00000    -0.17828
     6.08641    -0.02816    -0.15480     0.00000    -0.18296
     6.09641    -0.03025    -0.15985     0.00000    -0.19010
     6.10641    -0.03278    -0.16750     0.00000    -0.20028
     6.11641    -0.03556    -0.17761     0.00000    -0.21317
     6.12641    -0.03826    -0.18883     0.00000    -0.22709
     6.13641    -0.04044    -0.19874     0.00000    -0.23918
     6.14641    -0.04167    -0.20465     0.00000    -0.24632
     6.15641    -0.04169    -0.20450     0.00000    -0.24619
     6.16641    -0.04055    -0.19779     0.00000    -0.23834
     6.17641    -0.03859    -0.18564     0.00000    -0.22423
     6.18641    -0.03630    -0.17054     0.00000    -0.20684
     6.19641    -0.03423    -0.15546     0.00000    -0.18969
     6.20641    -0.03279    -0.14296     0.00000    -0.17575
     6.21641    -0.03223    -0.13460     0.00000    -0.16683
     6.22641    -0.03263    -0.13061     0.00000    -0.16324
     6.23641    -0.03395    -0.13008     0.00000    -0.16403
     6.24641    -0.03607    -0.13138     0.00000    -0.16745
     6.25641    -0.03886    -0.13278     0.00000    -0.17164
     6.26641    -0.04208    -0.13308     0.00000    -0.17516
     6.27641    -0.04544    -0.13184     0.00000    -0.17728
     6.28641    -0.04853    -0.12963     0.00000    -0.17816
     6.29641    -0.05086    -0.12758     0.00000    -0.17844
     6.30641    -0.05210    -0.12706     0.00000    -0.17916
     6.31641    -0.05204    -0.12920     0.00000    -0.18124
     6.32641    -0.05077    -0.13439     0.00000    -0.18516
     6.33641    -0.04852    -0.14214     0.00000    -0.19066
     6.34641    -0.04563    -0.15100     0.00000    -0.19663
     6.35641    -0.04228    -0.15884     0.00000    -0.20112
     6.36641    -0.03860    -0.16331     0.00000    -0.20191
     6.37641    -0.03461    -0.16251     0.00000    -0.19713
     6.38641    -0.03035    -0.15554     0.00000    -0.18589
     6.39641    -0.02596    -0.14289     0.00000    -0.16885
     6.40641    -0.02171    -0.12645     0.00000    -0.14816
     6.41641    -0.01793    -0.10891     0.00000    -0.12684
     6.42641    -0.01490    -0.09304     0.00000    -0.10794
     6.43641    -0.01279    -0.08098     0.00000    -0.09377
     6.44641    -0.01160    -0.07368     0.00000    -0.08528
     6.45641    -0.01119    -0.07089     0.00000    -0.08208
     6.46641    -0.01141    -0.07145     0.00000    -0.08286
     6.47641    -0.01210    -0.07392     0.00000    -0.08602
     6.48641    -0.01316    -0.07701     0.00000    -0.09017
     6.49641    -0.01455    -0.07997     0.00000    -0.09452
     6.50641    -0.01620    -0.08260     0.00000    -0.09880
     6.51641    -0.01797    -0.08504     0.00000    -0.10301
     6.52641    -0.01968    -0.08749     0.00000    -0.10717
     6.53641    -0.02111    -0.08999     0.00000    -0.11110
     6.54641    -0.02212    -0.09251     0.00000    -0.11463
     6.55641    -0.02268    -0.09494     0.00000    -0.11762
     6.56641    -0.02290    -0.09722     0.00000    -0.12012
     6.57641    -0.02298    -0.09940     0.00000    -0.12238
     6.58641    -0.02316    -0.10157     0.00000    -0.12473
     6.59641    -0.02360    -0.10385     0.00000    -0.12745
     6.60641    -0.02439    -0.10642     0.00000    -0.13081
     6.61641    -0.02553    -0.10952     0.00000    -0.13505
     6.62641    -0.02693    -0.11338     0.00000    -0.14031
     6.63641    -0.02848    -0.11821     0.00000    -0.14669
     6.64641    -0.02999    -0.12390     0.00000    -0.15389
     6.65641    -0.03129    -0.13004     0.00000    -0.16133
     6.66641    -0.03217    -0.13593     0.00000    -0.16810
     6.67641    -0.03243    -0.14066     0.00000    -0.17309
     6.68641    -0.03197    -0.14345     0.00000    -0.17542
     6.69641    -0.03077    -0.14389     0.00000    -0.17466
     6.70641    -0.02894    -0.14202     0.00000    -0.17096
     6.71641    -0.02669    -0.13858     0.00000    -0.16527
     6.72641    -0.02435    -0.13470     0.00000    -0.15905
     6.73641    -0.02231    -0.13182     0.00000    -0.15413
     6.74641    -0.02095    -0.13123     0.00000    -0.15218
     6.75641    -0.02061    -0.13372     0.00000    -0.15433
     6.76641    -0.02151    -0.13949     0.00000    -0.16101
     6.77641    -0.02374    -0.14804     0.00000    -0.17178
     6.78641    -0.02718    -0.15831     0.00000    -0.18549
     6.79641    -0.03152    -0.16904     0.00000    -0.20056
     6.80641    -0.03629    -0.17887     0.00000    -0.21516
     6.81641    -0.04089    -0.18664     0.00000    -0.22753
     6.82641    -0.04475    -0.19148     0.00000    -0.23623
     6.83641    -0.04732    -0.19282     0.00000    -0.24014
     6.84641    -0.04836    -0.19045     0.00000    -0.23881
     6.85641    -0.04779    -0.18449     0.00000    -0.23228
     6.86641    -0.04586    -0.17558     0.00000    -0.22144
     6.87641    -0.04311    -0.16497     0.00000    -0.20808
     6.88641    -0.04018    -0.15460     0.00000    -0.19478
     6.89641    -0.03777    -0.14691     0.00000    -0.18468
     6.90641    -0.03645    -0.14425     0.00000    -0.18070
     6.91741    -0.03649    -0.14803     0.00000    -0.18452
     6.92741    -0.03784    -0.15812     0.00000    -0.19596
     6.93741    -0.04012    -0.17257     0.00000    -0.21269
     6.94741    -0.04282    -0.18816     0.00000    -0.23098
     6.95741    -0.04541    -0.20134     0.00000    -0.24675
     6.96741    -0.04753    -0.20943     0.00000    -0.25696
     6.97741    -0.04896    -0.21121     0.00000    -0.26017
     6.98741    -0.04961    -0.20699     0.00000    -0.25660
     6.99741    -0.04935    -0.19795     0.00000    -0.24730
     7.00741    -0.04803    -0.18545     0.00000    -0.23348
     7.01741    -0.04557    -0.17058     0.00000    -0.21615
     7.02741    -0.04203    -0.15432     0.00000    -0.19635
     7.03741    -0.03781    -0.13798     0.00000    -0.17579
     7.04741    -0.03359    -0.12338     0.00000    -0.15697
     7.05741    -0.03014    -0.11294     0.00000    -0.14308
     7.06741    -0.02811    -0.10895     0.00000    -0.13706
     7.07741    -0.02780    -0.11310     0.00000    -0.14090
     7.08741    -0.02909    -0.12574     0.00000    -0.15483
     7.09741    -0.03149    -0.14574     0.00000    -0.17723
     7.10741    -0.03441    -0.17074     0.00000    -0.20515
     7.11741    -0.03724    -0.19772     0.00000    -0.23496
     7.12741    -0.03959    -0.22376     0.00000    -0.26335
     7.13741    -0.04124    -0.24674     0.00000    -0.28798
     7.14741    -0.04216    -0.26545     0.00000    -0.30761
     7.15741    -0.04250    -0.27987     0.00000    -0.32237
     7.16741    -0.04242    -0.29029     0.00000    -0.33271
     7.17741    -0.04205    -0.29716     0.00000    -0.33921
     7.18741    -0.04154    -0.30009     0.00000    -0.34163
     7.19741    -0.04094    -0.29858     0.00000    -0.33952
     7.20741    -0.04030    -0.29170     0.00000    -0.33200
     7.21741    -0.03962    -0.27897     0.00000    -0.31859
     7.22741    -0.03895    -0.26063     0.00000    -0.29957
     7.23741    -0.03828    -0.23800     0.00000    -0.27628
     7.24741    -0.03771    -0.21321     0.00000    -0.25092
     7.25741    -0.03733    -0.18874     0.00000    -0.22607
     7.26741    -0.03725    -0.16693     0.00000    -0.20418
     7.27741    -0.03756    -0.14971     0.00000    -0.18727
     7.28741    -0.03829    -0.13832     0.00000    -0.17661
     7.29741    -0.03933    -0.13328     0.00000    -0.17261
     7.30741    -0.04041    -0.13450     0.00000    -0.17491
     7.31741    -0.04125    -0.14110     0.00000    -0.18235
     7.32741    -0.04145    -0.15155     0.00000    -0.19300
     7.33741    -0.04078    -0.16358     0.00000    -0.20436
     7.34741    -0.03915    -0.17462     0.00000    -0.21377
     7.35741    -0.03667    -0.18222     0.00000    -0.21889
     7.36741    -0.03367    -0.18480     0.00000    -0.21847
     7.37741    -0.03060    -0.18222     0.00000    -0.21282
     7.38741    -0.02798    -0.17586     0.00000    -0.20384
     7.39741    -0.02624    -0.16828     0.00000    -0.19452
     7.40741    -0.02572    -0.16234     0.00000    -0.18805
     7.41741    -0.02650    -0.16015     0.00000    -0.18665
     7.42741    -0.02847    -0.16247     0.00000    -0.19094
     7.43741    -0.03133    -0.16851     0.00000    -0.19984
     7.44741    -0.03465    -0.17651     0.00000    -0.21116
     7.45741    -0.03798    -0.18434     0.00000    -0.22232
     7.46741    -0.04089    -0.19015     0.00000    -0.23104
     7.47741    -0.04299    -0.19279     0.00000    -0.23578
     7.48741    -0.04399    -0.19174     0.00000    -0.23573
     7.49741    -0.04378    -0.18720     0.00000    -0.23098
     7.50741    -0.04240    -0.17996     0.00000    -0.22236
     7.51741    -0.04008    -0.17129     0.00000    -0.21137
     7.52741    -0.03725    -0.16269     0.00000    -0.19994
     7.53741    -0.03438    -0.15553     0.00000    -0.18991
     7.54741    -0.03191    -0.15074     0.00000    -0.18265
     7.55741    -0.03012    -0.14863     0.00000    -0.17875
     7.56741    -0.02914    -0.14898     0.00000    -0.17813
     7.57741    -0.02896    -0.15133     0.00000    -0.18029
     7.58741    -0.02950    -0.15512     0.00000    -0.18462
     7.59741    -0.03067    -0.15997     0.00000    -0.19064
     7.60741    -0.03235    -0.16531     0.00000    -0.19766
     7.61741    -0.03442    -0.17049     0.00000    -0.20491
     7.62741    -0.03664    -0.17450     0.00000    -0.21114
     7.63741    -0.03872    -0.17632     0.00000    -0.21504
     7.64741    -0.04033    -0.17517     0.00000    -0.21550
     7.65741    -0.04117    -0.17088     0.00000    -0.21205
     7.66741    -0.04108    -0.16421     0.00000    -0.20528
     7.67741    -0.04006    -0.15661     0.00000    -0.19667
     7.68741    -0.03839    -0.14985     0.00000    -0.18824
     7.69741    -0.03642    -0.14551     0.00000    -0.18193
     7.70741    -0.03461    -0.14444     0.00000    -0.17905
     7.71741    -0.03331    -0.14665     0.00000    -0.17996
     7.72741    -0.03270    -0.15136     0.00000    -0.18406
     7.73741    -0.03280    -0.15735     0.00000    -0.19015
     7.74741    -0.03348    -0.16336     0.00000    -0.19684
     7.75741    -0.03449    -0.16842     0.00000    -0.20291
     7.76741    -0.03559    -0.17187     0.00000    -0.20746
     7.77741    -0.03655    -0.17333     0.00000    -0.20988
     7.78741    -0.03724    -0.17264     0.00000    -0.20988
     7.79741    -0.03758    -0.16981     0.00000    -0.20739
     7.80741    -0.03763    -0.16516     0.00000    -0.20279
     7.81741    -0.03747    -0.15925     0.00000    -0.19672
     7.82741    -0.03730    -0.15291     0.00000    -0.19020
     7.83741    -0.03726    -0.14698     0.00000    -0.18424
     7.84741    -0.03752    -0.14212     0.00000    -0.17964
     7.85741    -0.03817    -0.13868     0.00000    -0.17685
     7.86741    -0.03918    -0.13655     0.00000    -0.17573
     7.87741    -0.04040    -0.13533     0.00000    -0.17573
     7.88741    -0.04161    -0.13444     0.00000    -0.17605
     7.89741    -0.04257    -0.13324     0.00000    -0.17581
     7.90741    -0.04307    -0.13125     0.00000    -0.17432
     7.91841    -0.04304    -0.12818     0.00000    -0.17122
     7.92841    -0.04254    -0.12414     0.00000    -0.16668
     7.93841    -0.04175    -0.11954     0.00000    -0.16129
     7.94841    -0.04091    -0.11517     0.00000    -0.15608
     7.95841    -0.04018    -0.11196     0.00000    -0.15214
     7.96841    -0.03964    -0.11068     0.00000    -0.15032
     7.97841    -0.03917    -0.11162     0.00000    -0.15079
