     #Energy           s           p           d       tot  
     3.70341     0.01649     4.43625     0.00000     4.45273
     3.71341     0.01684     4.44184     0.00000     4.45868
     3.72341     0.01713     4.49810     0.00000     4.51523
     3.73341     0.01726     4.57768     0.00000     4.59494
     3.74341     0.01716     4.65993     0.00000     4.67710
     3.75341     0.01683     4.73045     0.00000     4.74728
     3.76341     0.01626     4.77599     0.00000     4.79225
     3.77341     0.01552     4.78526     0.00000     4.80078
     3.78341     0.01470     4.74922     0.00000     4.76392
     3.79341     0.01389     4.66438     0.00000     4.67826
     3.80341     0.01317     4.53113     0.00000     4.54430
     3.81341     0.01256     4.34990     0.00000     4.36247
     3.82341     0.01202     4.11748     0.00000     4.12950
     3.83341     0.01145     3.82762     0.00000     3.83907
     3.84341     0.01076     3.48126     0.00000     3.49203
     3.85341     0.00996     3.09709     0.00000     3.10705
     3.86341     0.00915     2.71630     0.00000     2.72545
     3.87341     0.00851     2.39753     0.00000     2.40604
     3.88341     0.00824     2.19995     0.00000     2.20820
     3.89341     0.00849     2.16439     0.00000     2.17289
     3.90341     0.00927     2.29799     0.00000     2.30725
     3.91441     0.01043     2.56883     0.00000     2.57926
     3.92441     0.01176     2.91144     0.00000     2.92320
     3.93441     0.01296     3.24133     0.00000     3.25429
     3.94441     0.01380     3.47365     0.00000     3.48745
     3.95441     0.01421     3.54468     0.00000     3.55889
     3.96441     0.01431     3.42767     0.00000     3.44198
     3.97441     0.01447     3.14203     0.00000     3.15650
     3.98441     0.01524     2.74884     0.00000     2.76407
     3.99441     0.01722     2.33326     0.00000     2.35048
     4.00441     0.02086     1.98013     0.00000     2.00099
     4.01441     0.02621     1.74994     0.00000     1.77615
     4.02441     0.03278     1.66518     0.00000     1.69795
     4.03441     0.03958     1.70957     0.00000     1.74915
     4.04441     0.04540     1.83929     0.00000     1.88470
     4.05441     0.04916     2.00003     0.00000     2.04920
     4.06441     0.05037     2.14396     0.00000     2.19433
     4.07441     0.04940     2.24239     0.00000     2.29179
     4.08441     0.04752     2.29381     0.00000     2.34134
     4.09441     0.04658     2.32434     0.00000     2.37092
     4.10441     0.04851     2.38207     0.00000     2.43058
     4.11441     0.05476     2.52116     0.00000     2.57591
     4.12441     0.06568     2.78198     0.00000     2.84767
     4.13441     0.08029     3.16986     0.00000     3.25015
     4.14441     0.09633     3.64453     0.00000     3.74085
     4.15441     0.11077     4.12521     0.00000     4.23599
     4.16441     0.12080     4.51178     0.00000     4.63258
     4.17441     0.12466     4.71499     0.00000     4.83965
     4.18441     0.12230     4.68181     0.00000     4.80411
     4.19441     0.11545     4.41149     0.00000     4.52694
     4.20441     0.10698     3.95260     0.00000     4.05958
     4.21441     0.09998     3.38783     0.00000     3.48781
     4.22441     0.09664     2.81234     0.00000     2.90898
     4.23441     0.09749     2.30915     0.00000     2.40665
     4.24441     0.10128     1.93181     0.00000     2.03309
     4.25441     0.10541     1.69542     0.00000     1.80083
     4.26441     0.10700     1.58064     0.00000     1.68764
     4.27441     0.10393     1.54737     0.00000     1.65130
     4.28441     0.09564     1.55507     0.00000     1.65071
     4.29441     0.08332     1.58025     0.00000     1.66357
     4.30441     0.06937     1.62496     0.00000     1.69433
     4.31441     0.05662     1.71247     0.00000     1.76908
     4.32441     0.04747     1.87092     0.00000     1.91839
     4.33441     0.04350     2.11300     0.00000     2.15650
     4.34441     0.04526     2.42119     0.00000     2.46645
     4.35441     0.05259     2.74671     0.00000     2.79930
     4.36441     0.06485     3.02444     0.00000     3.08930
     4.37441     0.08116     3.19695     0.00000     3.27812
     4.38441     0.10036     3.23632     0.00000     3.33668
     4.39441     0.12090     3.15432     0.00000     3.27522
     4.40441     0.14073     2.99547     0.00000     3.13620
     4.41441     0.15746     2.81735     0.00000     2.97481
     4.42441     0.16895     2.66991     0.00000     2.83886
     4.43441     0.17389     2.58112     0.00000     2.75501
     4.44441     0.17237     2.55583     0.00000     2.72819
     4.45441     0.16581     2.58311     0.00000     2.74892
     4.46441     0.15650     2.64767     0.00000     2.80417
     4.47441     0.14667     2.73847     0.00000     2.88514
     4.48441     0.13792     2.85041     0.00000     2.98833
     4.49441     0.13095     2.98082     0.00000     3.11177
     4.50441     0.12585     3.12373     0.00000     3.24957
     4.51441     0.12245     3.26513     0.00000     3.38758
     4.52441     0.12075     3.38443     0.00000     3.50518
     4.53441     0.12085     3.45936     0.00000     3.58022
     4.54441     0.12272     3.47358     0.00000     3.59630
     4.55441     0.12585     3.42225     0.00000     3.54811
     4.56441     0.12912     3.31101     0.00000     3.44013
     4.57441     0.13093     3.15317     0.00000     3.28411
     4.58441     0.12981     2.96283     0.00000     3.09264
     4.59441     0.12487     2.75130     0.00000     2.87617
     4.60441     0.11624     2.52639     0.00000     2.64263
     4.61441     0.10510     2.29549     0.00000     2.40059
     4.62441     0.09333     2.06944     0.00000     2.16277
     4.63441     0.08309     1.86593     0.00000     1.94901
     4.64441     0.07634     1.70971     0.00000     1.78605
     4.65441     0.07450     1.62858     0.00000     1.70308
     4.66441     0.07818     1.64559     0.00000     1.72377
     4.67441     0.08710     1.77034     0.00000     1.85744
     4.68441     0.10004     1.99208     0.00000     2.09212
     4.69441     0.11506     2.27877     0.00000     2.39383
     4.70441     0.12990     2.58309     0.00000     2.71299
     4.71441     0.14244     2.85330     0.00000     2.99574
     4.72441     0.15124     3.04581     0.00000     3.19705
     4.73441     0.15579     3.13618     0.00000     3.29197
     4.74441     0.15645     3.12210     0.00000     3.27856
     4.75441     0.15410     3.02065     0.00000     3.17474
     4.76441     0.14964     2.85971     0.00000     3.00934
     4.77441     0.14363     2.66829     0.00000     2.81192
     4.78441     0.13618     2.47098     0.00000     2.60717
     4.79441     0.12713     2.28639     0.00000     2.41352
     4.80441     0.11639     2.13010     0.00000     2.24649
     4.81441     0.10428     2.01841     0.00000     2.12269
     4.82441     0.09161     1.96836     0.00000     2.05997
     4.83441     0.07945     1.99504     0.00000     2.07449
     4.84441     0.06886     2.10505     0.00000     2.17391
     4.85441     0.06047     2.29142     0.00000     2.35188
     4.86441     0.05437     2.53074     0.00000     2.58511
     4.87441     0.05018     2.78626     0.00000     2.83644
     4.88441     0.04719     3.01411     0.00000     3.06130
     4.89441     0.04467     3.17171     0.00000     3.21639
     4.90441     0.04204     3.22637     0.00000     3.26841
     4.91541     0.03892     3.15948     0.00000     3.19840
     4.92541     0.03517     2.96916     0.00000     3.00433
     4.93541     0.03085     2.67048     0.00000     2.70134
     4.94541     0.02619     2.29231     0.00000     2.31850
     4.95541     0.02154     1.87339     0.00000     1.89493
     4.96541     0.01739     1.45562     0.00000     1.47301
     4.97541     0.01425     1.07698     0.00000     1.09123
     4.98541     0.01261     0.76590     0.00000     0.77850
     4.99541     0.01283     0.53730     0.00000     0.55013
     5.00541     0.01506     0.39289     0.00000     0.40795
     5.01541     0.01913     0.32351     0.00000     0.34264
     5.02541     0.02453     0.31336     0.00000     0.33789
     5.03541     0.03047     0.34380     0.00000     0.37427
     5.04541     0.03601     0.39667     0.00000     0.43267
     5.05541     0.04028     0.45655     0.00000     0.49683
     5.06541     0.04274     0.51205     0.00000     0.55479
     5.07541     0.04333     0.55651     0.00000     0.59984
     5.08541     0.04247     0.58784     0.00000     0.63031
     5.09541     0.04106     0.60869     0.00000     0.64975
     5.10541     0.04021     0.62622     0.00000     0.66644
     5.11541     0.04107     0.65218     0.00000     0.69326
     5.12541     0.04455     0.70248     0.00000     0.74703
     5.13541     0.05110     0.79565     0.00000     0.84676
     5.14541     0.06065     0.94990     0.00000     1.01056
     5.15541     0.07268     1.17899     0.00000     1.25167
     5.16541     0.08643     1.48674     0.00000     1.57317
     5.17541     0.10130     1.86322     0.00000     1.96452
     5.18541     0.11700     2.28412     0.00000     2.40112
     5.19541     0.13359     2.71551     0.00000     2.84910
     5.20541     0.15126     3.12349     0.00000     3.27475
     5.21541     0.17000     3.48542     0.00000     3.65542
     5.22541     0.18932     3.79607     0.00000     3.98539
     5.23541     0.20818     4.06529     0.00000     4.27347
     5.24541     0.22498     4.30731     0.00000     4.53229
     5.25541     0.23781     4.52660     0.00000     4.76441
     5.26541     0.24474     4.71024     0.00000     4.95498
     5.27541     0.24417     4.83301     0.00000     5.07718
     5.28541     0.23526     4.87145     0.00000     5.10671
     5.29541     0.21837     4.82207     0.00000     5.04044
     5.30541     0.19506     4.70904     0.00000     4.90410
     5.31541     0.16792     4.57600     0.00000     4.74392
     5.32541     0.13989     4.46642     0.00000     4.60631
     5.33541     0.11366     4.40233     0.00000     4.51598
     5.34541     0.09100     4.37169     0.00000     4.46269
     5.35541     0.07263     4.33593     0.00000     4.40856
     5.36541     0.05838     4.24663     0.00000     4.30500
     5.37541     0.04762     4.06653     0.00000     4.11415
     5.38541     0.03966     3.78470     0.00000     3.82435
     5.39541     0.03400     3.41719     0.00000     3.45119
     5.40541     0.03039     2.99991     0.00000     3.03030
     5.41541     0.02875     2.57491     0.00000     2.60365
     5.42541     0.02897     2.17968     0.00000     2.20866
     5.43541     0.03090     1.84069     0.00000     1.87160
     5.44541     0.03427     1.57290     0.00000     1.60718
     5.45541     0.03876     1.38319     0.00000     1.42195
     5.46541     0.04404     1.27434     0.00000     1.31838
     5.47541     0.04987     1.24901     0.00000     1.29888
     5.48541     0.05611     1.31190     0.00000     1.36801
     5.49541     0.06280     1.46863     0.00000     1.53143
     5.50541     0.07008     1.72228     0.00000     1.79236
     5.51541     0.07818     2.06573     0.00000     2.14390
     5.52541     0.08720     2.47477     0.00000     2.56197
     5.53541     0.09700     2.90542     0.00000     3.00242
     5.54541     0.10704     3.29872     0.00000     3.40576
     5.55541     0.11640     3.59416     0.00000     3.71056
     5.56541     0.12391     3.74662     0.00000     3.87052
     5.57541     0.12842     3.73981     0.00000     3.86822
     5.58541     0.12904     3.58909     0.00000     3.71812
     5.59541     0.12539     3.33479     0.00000     3.46018
     5.60541     0.11766     3.02784     0.00000     3.14550
     5.61541     0.10672     2.71621     0.00000     2.82293
     5.62541     0.09393     2.43591     0.00000     2.52983
     5.63541     0.08101     2.20739     0.00000     2.28840
     5.64541     0.06975     2.03677     0.00000     2.10652
     5.65541     0.06167     1.91947     0.00000     1.98114
     5.66541     0.05770     1.84646     0.00000     1.90415
     5.67541     0.05811     1.81096     0.00000     1.86906
     5.68541     0.06247     1.81368     0.00000     1.87615
     5.69541     0.06977     1.86356     0.00000     1.93333
     5.70541     0.07869     1.97192     0.00000     2.05061
     5.71541     0.08777     2.14375     0.00000     2.23152
     5.72541     0.09572     2.36934     0.00000     2.46507
     5.73541     0.10163     2.62245     0.00000     2.72408
     5.74541     0.10497     2.86463     0.00000     2.96960
     5.75541     0.10569     3.05451     0.00000     3.16019
     5.76541     0.10402     3.15736     0.00000     3.26138
     5.77541     0.10039     3.15226     0.00000     3.25265
     5.78541     0.09530     3.03613     0.00000     3.13143
     5.79541     0.08922     2.82339     0.00000     2.91261
     5.80541     0.08261     2.54334     0.00000     2.62595
     5.81541     0.07588     2.23414     0.00000     2.31002
     5.82541     0.06943     1.93539     0.00000     2.00482
     5.83541     0.06363     1.68022     0.00000     1.74384
     5.84541     0.05874     1.48968     0.00000     1.54842
     5.85541     0.05491     1.37062     0.00000     1.42553
     5.86541     0.05212     1.31675     0.00000     1.36887
     5.87541     0.05020     1.31339     0.00000     1.36359
     5.88541     0.04885     1.34260     0.00000     1.39146
     5.89541     0.04780     1.38748     0.00000     1.43528
     5.90541     0.04679     1.43560     0.00000     1.48239
     5.91641     0.04571     1.47984     0.00000     1.52555
     5.92641     0.04459     1.51819     0.00000     1.56278
     5.93641     0.04359     1.55175     0.00000     1.59534
     5.94641     0.04307     1.58318     0.00000     1.62625
     5.95641     0.04352     1.61438     0.00000     1.65790
     5.96641     0.04556     1.64641     0.00000     1.69197
     5.97641     0.04987     1.67903     0.00000     1.72890
     5.98641     0.05706     1.71147     0.00000     1.76852
     5.99641     0.06752     1.74258     0.00000     1.81010
     6.00641     0.08137     1.77101     0.00000     1.85238
     6.01641     0.09833     1.79484     0.00000     1.89317
     6.02641     0.11776     1.81222     0.00000     1.92999
     6.03641     0.13864     1.82371     0.00000     1.96235
     6.04641     0.15956     1.83350     0.00000     1.99306
     6.05641     0.17878     1.85068     0.00000     2.02946
     6.06641     0.19442     1.88822     0.00000     2.08264
     6.07641     0.20477     1.95966     0.00000     2.16443
     6.08641     0.20879     2.07539     0.00000     2.28418
     6.09641     0.20647     2.23802     0.00000     2.44450
     6.10641     0.19894     2.43807     0.00000     2.63700
     6.11641     0.18817     2.65306     0.00000     2.84123
     6.12641     0.17647     2.84997     0.00000     3.02644
     6.13641     0.16590     2.99220     0.00000     3.15811
     6.14641     0.15793     3.04980     0.00000     3.20773
     6.15641     0.15337     3.00818     0.00000     3.16155
     6.16641     0.15263     2.87208     0.00000     3.02471
     6.17641     0.15589     2.66441     0.00000     2.82031
     6.18641     0.16324     2.41866     0.00000     2.58190
     6.19641     0.17447     2.17028     0.00000     2.34475
     6.20641     0.18884     1.94883     0.00000     2.13767
     6.21641     0.20492     1.77373     0.00000     1.97865
     6.22641     0.22063     1.65405     0.00000     1.87467
     6.23641     0.23360     1.59015     0.00000     1.82376
     6.24641     0.24170     1.57712     0.00000     1.81881
     6.25641     0.24349     1.60623     0.00000     1.84971
     6.26641     0.23849     1.66714     0.00000     1.90562
     6.27641     0.22718     1.74994     0.00000     1.97712
     6.28641     0.21076     1.84736     0.00000     2.05813
     6.29641     0.19089     1.95807     0.00000     2.14896
     6.30641     0.16940     2.08709     0.00000     2.25649
     6.31641     0.14807     2.24284     0.00000     2.39091
     6.32641     0.12836     2.42916     0.00000     2.55752
     6.33641     0.11127     2.63774     0.00000     2.74901
     6.34641     0.09709     2.84332     0.00000     2.94041
     6.35641     0.08556     3.00657     0.00000     3.09212
     6.36641     0.07593     3.08464     0.00000     3.16058
     6.37641     0.06743     3.04533     0.00000     3.11277
     6.38641     0.05948     2.88018     0.00000     2.93966
     6.39641     0.05191     2.60865     0.00000     2.66056
     6.40641     0.04498     2.27438     0.00000     2.31936
     6.41641     0.03920     1.93255     0.00000     1.97176
     6.42641     0.03507     1.63525     0.00000     1.67032
     6.43641     0.03283     1.41930     0.00000     1.45212
     6.44641     0.03235     1.30184     0.00000     1.33419
     6.45641     0.03319     1.28328     0.00000     1.31647
     6.46641     0.03475     1.35481     0.00000     1.38955
     6.47641     0.03647     1.50555     0.00000     1.54202
     6.48641     0.03800     1.72502     0.00000     1.76302
     6.49641     0.03923     1.99895     0.00000     2.03818
     6.50641     0.04018     2.30333     0.00000     2.34352
     6.51641     0.04089     2.59952     0.00000     2.64041
     6.52641     0.04132     2.83734     0.00000     2.87866
     6.53641     0.04136     2.96660     0.00000     3.00796
     6.54641     0.04090     2.95199     0.00000     2.99290
     6.55641     0.03998     2.78783     0.00000     2.82781
     6.56641     0.03881     2.50256     0.00000     2.54137
     6.57641     0.03784     2.15241     0.00000     2.19026
     6.58641     0.03767     1.80559     0.00000     1.84326
     6.59641     0.03885     1.52342     0.00000     1.56227
     6.60641     0.04177     1.34450     0.00000     1.38627
     6.61641     0.04651     1.27784     0.00000     1.32435
     6.62641     0.05290     1.30472     0.00000     1.35762
     6.63641     0.06061     1.38885     0.00000     1.44946
     6.64641     0.06932     1.48961     0.00000     1.55893
     6.65641     0.07898     1.57410     0.00000     1.65308
     6.66641     0.08981     1.62558     0.00000     1.71539
     6.67641     0.10229     1.64419     0.00000     1.74648
     6.68641     0.11687     1.64254     0.00000     1.75941
     6.69641     0.13360     1.63769     0.00000     1.77129
     6.70641     0.15182     1.64311     0.00000     1.79493
     6.71641     0.16999     1.66422     0.00000     1.83422
     6.72641     0.18599     1.69731     0.00000     1.88330
     6.73641     0.19760     1.73337     0.00000     1.93097
     6.74641     0.20325     1.76250     0.00000     1.96574
     6.75641     0.20244     1.77875     0.00000     1.98119
     6.76641     0.19595     1.78292     0.00000     1.97888
     6.77641     0.18544     1.78199     0.00000     1.96743
     6.78641     0.17287     1.78720     0.00000     1.96007
     6.79641     0.15994     1.81014     0.00000     1.97008
     6.80641     0.14767     1.85959     0.00000     2.00726
     6.81641     0.13638     1.93863     0.00000     2.07501
     6.82641     0.12593     2.04296     0.00000     2.16889
     6.83641     0.11600     2.16138     0.00000     2.27738
     6.84641     0.10631     2.27785     0.00000     2.38416
     6.85641     0.09679     2.37649     0.00000     2.47328
     6.86641     0.08761     2.44665     0.00000     2.53426
     6.87641     0.07918     2.48994     0.00000     2.56912
     6.88641     0.07210     2.52256     0.00000     2.59465
     6.89641     0.06712     2.57398     0.00000     2.64110
     6.90641     0.06496     2.67935     0.00000     2.74431
     6.91741     0.06614     2.86788     0.00000     2.93402
     6.92741     0.07067     3.14999     0.00000     3.22066
     6.93741     0.07785     3.50738     0.00000     3.58523
     6.94741     0.08623     3.88977     0.00000     3.97600
     6.95741     0.09382     4.22240     0.00000     4.31622
     6.96741     0.09857     4.42327     0.00000     4.52184
     6.97741     0.09910     4.42821     0.00000     4.52731
     6.98741     0.09522     4.21386     0.00000     4.30908
     6.99741     0.08814     3.80753     0.00000     3.89566
     7.00741     0.08015     3.28264     0.00000     3.36278
     7.01741     0.07391     2.73506     0.00000     2.80897
     7.02741     0.07165     2.25496     0.00000     2.32661
     7.03741     0.07444     1.90305     0.00000     1.97749
     7.04741     0.08210     1.70141     0.00000     1.78351
     7.05741     0.09343     1.63958     0.00000     1.73301
     7.06741     0.10682     1.69003     0.00000     1.79684
     7.07741     0.12093     1.82443     0.00000     1.94537
     7.08741     0.13517     2.02371     0.00000     2.15888
     7.09741     0.14972     2.27819     0.00000     2.42791
     7.10741     0.16531     2.58037     0.00000     2.74568
     7.11741     0.18258     2.91484     0.00000     3.09742
     7.12741     0.20160     3.25242     0.00000     3.45402
     7.13741     0.22155     3.55360     0.00000     3.77515
     7.14741     0.24087     3.77829     0.00000     4.01916
     7.15741     0.25770     3.90011     0.00000     4.15781
     7.16741     0.27052     3.91396     0.00000     4.18448
     7.17741     0.27842     3.83498     0.00000     4.11340
     7.18741     0.28129     3.68908     0.00000     3.97038
     7.19741     0.27948     3.50061     0.00000     3.78009
     7.20741     0.27352     3.28433     0.00000     3.55785
     7.21741     0.26398     3.04678     0.00000     3.31076
     7.22741     0.25145     2.79200     0.00000     3.04345
     7.23741     0.23673     2.52920     0.00000     2.76592
     7.24741     0.22078     2.27588     0.00000     2.49666
     7.25741     0.20472     2.05448     0.00000     2.25920
     7.26741     0.18941     1.88594     0.00000     2.07535
     7.27741     0.17532     1.78301     0.00000     1.95833
     7.28741     0.16241     1.74666     0.00000     1.90907
     7.29741     0.15033     1.76609     0.00000     1.91642
     7.30741     0.13868     1.82175     0.00000     1.96043
     7.31741     0.12727     1.89050     0.00000     2.01777
     7.32741     0.11623     1.95144     0.00000     2.06766
     7.33741     0.10595     1.99109     0.00000     2.09704
     7.34741     0.09705     2.00752     0.00000     2.10458
     7.35741     0.09021     2.01092     0.00000     2.10113
     7.36741     0.08616     2.01886     0.00000     2.10501
     7.37741     0.08548     2.04937     0.00000     2.13485
     7.38741     0.08853     2.11174     0.00000     2.20027
     7.39741     0.09528     2.20147     0.00000     2.29675
     7.40741     0.10531     2.30072     0.00000     2.40603
     7.41741     0.11787     2.38525     0.00000     2.50312
     7.42741     0.13218     2.43395     0.00000     2.56613
     7.43741     0.14743     2.43728     0.00000     2.58471
     7.44741     0.16302     2.40006     0.00000     2.56307
     7.45741     0.17836     2.33928     0.00000     2.51764
     7.46741     0.19289     2.27601     0.00000     2.46890
     7.47741     0.20618     2.22851     0.00000     2.43469
     7.48741     0.21806     2.20719     0.00000     2.42525
     7.49741     0.22888     2.21344     0.00000     2.44232
     7.50741     0.23954     2.24274     0.00000     2.48228
     7.51741     0.25120     2.28779     0.00000     2.53899
     7.52741     0.26475     2.34103     0.00000     2.60578
     7.53741     0.28020     2.39510     0.00000     2.67530
     7.54741     0.29633     2.44215     0.00000     2.73848
     7.55741     0.31087     2.47288     0.00000     2.78375
     7.56741     0.32090     2.47814     0.00000     2.79904
     7.57741     0.32377     2.45049     0.00000     2.77426
     7.58741     0.31797     2.38656     0.00000     2.70454
     7.59741     0.30352     2.28845     0.00000     2.59198
     7.60741     0.28216     2.16341     0.00000     2.44557
     7.61741     0.25686     2.02352     0.00000     2.28038
     7.62741     0.23132     1.88537     0.00000     2.11669
     7.63741     0.20920     1.76952     0.00000     1.97872
     7.64741     0.19346     1.69894     0.00000     1.89240
     7.65741     0.18597     1.69508     0.00000     1.88105
     7.66741     0.18712     1.77201     0.00000     1.95913
     7.67741     0.19585     1.93069     0.00000     2.12654
     7.68741     0.20993     2.15539     0.00000     2.36532
     7.69741     0.22637     2.41565     0.00000     2.64202
     7.70741     0.24212     2.67256     0.00000     2.91468
     7.71741     0.25449     2.88797     0.00000     3.14246
     7.72741     0.26170     3.03201     0.00000     3.29371
     7.73741     0.26289     3.08891     0.00000     3.35180
     7.74741     0.25816     3.05714     0.00000     3.31530
     7.75741     0.24838     2.94820     0.00000     3.19658
     7.76741     0.23489     2.78304     0.00000     3.01793
     7.77741     0.21926     2.58849     0.00000     2.80774
     7.78741     0.20299     2.39202     0.00000     2.59501
     7.79741     0.18732     2.21714     0.00000     2.40446
     7.80741     0.17310     2.07961     0.00000     2.25271
     7.81741     0.16071     1.98525     0.00000     2.14596
     7.82741     0.15015     1.93133     0.00000     2.08148
     7.83741     0.14120     1.90908     0.00000     2.05028
     7.84741     0.13360     1.90893     0.00000     2.04253
     7.85741     0.12724     1.92371     0.00000     2.05094
     7.86741     0.12226     1.95106     0.00000     2.07332
     7.87741     0.11906     1.99204     0.00000     2.11110
     7.88741     0.11804     2.04730     0.00000     2.16533
     7.89741     0.11940     2.11243     0.00000     2.23184
     7.90741     0.12299     2.17488     0.00000     2.29787
     7.91841     0.12828     2.21570     0.00000     2.34398
     7.92841     0.13480     2.21525     0.00000     2.35004
     7.93841     0.14258     2.16054     0.00000     2.30311
     7.94841     0.15269     2.05206     0.00000     2.20475
     7.95841     0.16734     1.90496     0.00000     2.07230
     7.96841     0.18945     1.74624     0.00000     1.93570
     7.97841     0.22172     1.60671     0.00000     1.82843
     7.98841     0.26528     1.51268     0.00000     1.77796
     7.99841     0.31864     1.47800     0.00000     1.79664
     8.00841     0.37743     1.50124     0.00000     1.87867
     8.01841     0.43532     1.56710     0.00000     2.00242
     8.02841     0.48606     1.65280     0.00000     2.13886
     8.03841     0.52562     1.73603     0.00000     2.26165
     8.04841     0.55364     1.80216     0.00000     2.35580
     8.05841     0.57352     1.84668     0.00000     2.42021
     8.06841     0.59052     1.87340     0.00000     2.46392
     8.07841     0.60922     1.88865     0.00000     2.49787
     8.08841     0.63162     1.89663     0.00000     2.52825
     8.09841     0.65629     1.89723     0.00000     2.55352
     8.10841     0.67987     1.88756     0.00000     2.56743
     8.11841     0.69885     1.86658     0.00000     2.56543
     8.12841     0.71183     1.83831     0.00000     2.55014
     8.13841     0.71972     1.81215     0.00000     2.53187
     8.14841     0.72491     1.79994     0.00000     2.52485
     8.15841     0.72944     1.81119     0.00000     2.54062
     8.16841     0.73373     1.84970     0.00000     2.58343
     8.17841     0.73669     1.91328     0.00000     2.64997
     8.18841     0.73688     1.99509     0.00000     2.73197
     8.19841     0.73374     2.08661     0.00000     2.82035
     8.20841     0.72835     2.17873     0.00000     2.90707
     8.21841     0.72315     2.26239     0.00000     2.98554
     8.22841     0.72110     2.32903     0.00000     3.05014
     8.23841     0.72435     2.37179     0.00000     3.09614
     8.24841     0.73322     2.38739     0.00000     3.12061
     8.25841     0.74579     2.37636     0.00000     3.12215
     8.26841     0.75792     2.34154     0.00000     3.09947
     8.27841     0.76433     2.28613     0.00000     3.05046
     8.28841     0.75998     2.21198     0.00000     2.97197
     8.29841     0.74232     2.12103     0.00000     2.86335
     8.30841     0.71201     2.01823     0.00000     2.73024
     8.31841     0.67339     1.91394     0.00000     2.58733
     8.32841     0.63294     1.82363     0.00000     2.45657
     8.33841     0.59780     1.76439     0.00000     2.36219
     8.34841     0.57424     1.74965     0.00000     2.32389
     8.35841     0.56679     1.78482     0.00000     2.35161
     8.36841     0.57773     1.86517     0.00000     2.44290
     8.37841     0.60680     1.97725     0.00000     2.58404
     8.38841     0.65051     2.10233     0.00000     2.75284
     8.39841     0.70211     2.22186     0.00000     2.92397
     8.40841     0.75262     2.32251     0.00000     3.07513
