     #Energy           s           p           d       tot  
     0.94141    -0.00030    -0.00026     0.00000    -0.00056
     0.95141    -0.00035    -0.00031     0.00000    -0.00065
     0.96141    -0.00040    -0.00036     0.00000    -0.00076
     0.97141    -0.00044    -0.00042     0.00000    -0.00086
     0.98141    -0.00047    -0.00046     0.00000    -0.00093
     0.99141    -0.00047    -0.00047     0.00000    -0.00094
     1.00141    -0.00045    -0.00045     0.00000    -0.00090
     1.01141    -0.00042    -0.00040     0.00000    -0.00083
     1.02141    -0.00041    -0.00035     0.00000    -0.00076
     1.03141    -0.00044    -0.00030     0.00000    -0.00074
     1.04141    -0.00051    -0.00027     0.00000    -0.00078
     1.05141    -0.00063    -0.00027     0.00000    -0.00089
     1.06141    -0.00078    -0.00028     0.00000    -0.00107
     1.07141    -0.00095    -0.00032     0.00000    -0.00127
     1.08141    -0.00110    -0.00035     0.00000    -0.00145
     1.09141    -0.00120    -0.00037     0.00000    -0.00156
     1.10141    -0.00122    -0.00037     0.00000    -0.00158
     1.11141    -0.00116    -0.00035     0.00000    -0.00151
     1.12141    -0.00104    -0.00031     0.00000    -0.00134
     1.13141    -0.00087    -0.00026     0.00000    -0.00113
     1.14141    -0.00069    -0.00020     0.00000    -0.00089
     1.15141    -0.00052    -0.00015     0.00000    -0.00067
     1.16141    -0.00036    -0.00010     0.00000    -0.00047
     1.17141    -0.00024    -0.00007     0.00000    -0.00031
     1.18141    -0.00015    -0.00004     0.00000    -0.00020
     1.19141    -0.00009    -0.00003     0.00000    -0.00012
     1.20141    -0.00005    -0.00001     0.00000    -0.00007
     1.21141    -0.00003    -0.00001     0.00000    -0.00003
     1.22141    -0.00001    -0.00000     0.00000    -0.00002
     1.23141    -0.00001    -0.00000     0.00000    -0.00001
     1.24141    -0.00000    -0.00000     0.00000    -0.00000
     1.25141    -0.00000    -0.00000     0.00000    -0.00000
     1.26141    -0.00000    -0.00000     0.00000    -0.00000
     1.27141    -0.00000    -0.00000     0.00000    -0.00000
     1.28141    -0.00000    -0.00000     0.00000    -0.00000
     1.29141    -0.00000    -0.00000     0.00000    -0.00000
     1.30141    -0.00000    -0.00000     0.00000    -0.00000
     1.31141    -0.00000    -0.00000     0.00000    -0.00000
     1.32141    -0.00000    -0.00000     0.00000    -0.00000
