     #Energy           s           p           d       tot  
     1.79141     0.01307     0.13826     0.00000     0.15133
     1.80141     0.01513     0.16056     0.00000     0.17569
     1.81141     0.01726     0.18448     0.00000     0.20174
     1.82141     0.01942     0.20972     0.00000     0.22914
     1.83141     0.02159     0.23617     0.00000     0.25776
     1.84141     0.02371     0.26234     0.00000     0.28605
     1.85141     0.02551     0.28517     0.00000     0.31069
     1.86141     0.02660     0.29990     0.00000     0.32650
     1.87141     0.02659     0.30160     0.00000     0.32819
     1.88141     0.02520     0.28711     0.00000     0.31231
     1.89141     0.02247     0.25701     0.00000     0.27948
     1.90141     0.01876     0.21517     0.00000     0.23393
     1.91241     0.01461     0.16796     0.00000     0.18257
     1.92241     0.01061     0.12216     0.00000     0.13276
     1.93241     0.00720     0.08298     0.00000     0.09018
     1.94241     0.00465     0.05342     0.00000     0.05806
     1.95241     0.00301     0.03421     0.00000     0.03721
     1.96241     0.00223     0.02467     0.00000     0.02690
     1.97241     0.00222     0.02355     0.00000     0.02577
     1.98241     0.00285     0.02951     0.00000     0.03236
     1.99241     0.00401     0.04107     0.00000     0.04508
     2.00241     0.00553     0.05642     0.00000     0.06195
     2.01241     0.00716     0.07306     0.00000     0.08022
     2.02241     0.00863     0.08803     0.00000     0.09666
     2.03241     0.00965     0.09846     0.00000     0.10811
     2.04241     0.01005     0.10255     0.00000     0.11260
     2.05241     0.00983     0.10028     0.00000     0.11011
     2.06241     0.00917     0.09350     0.00000     0.10267
     2.07241     0.00840     0.08544     0.00000     0.09384
     2.08241     0.00785     0.07942     0.00000     0.08727
     2.09241     0.00774     0.07776     0.00000     0.08550
     2.10241     0.00812     0.08081     0.00000     0.08893
     2.11241     0.00881     0.08697     0.00000     0.09578
     2.12241     0.00951     0.09329     0.00000     0.10280
     2.13241     0.00989     0.09671     0.00000     0.10660
     2.14241     0.00972     0.09516     0.00000     0.10488
     2.15241     0.00895     0.08832     0.00000     0.09727
     2.16241     0.00769     0.07760     0.00000     0.08528
     2.17241     0.00618     0.06543     0.00000     0.07161
     2.18241     0.00470     0.05432     0.00000     0.05903
     2.19241     0.00343     0.04604     0.00000     0.04947
     2.20241     0.00248     0.04113     0.00000     0.04361
     2.21241     0.00185     0.03908     0.00000     0.04093
     2.22241     0.00146     0.03871     0.00000     0.04018
     2.23241     0.00126     0.03874     0.00000     0.04000
     2.24241     0.00119     0.03821     0.00000     0.03940
     2.25241     0.00121     0.03676     0.00000     0.03797
     2.26241     0.00132     0.03448     0.00000     0.03580
     2.27241     0.00152     0.03190     0.00000     0.03342
     2.28241     0.00180     0.02958     0.00000     0.03138
     2.29241     0.00215     0.02801     0.00000     0.03016
     2.30241     0.00253     0.02746     0.00000     0.02999
     2.31241     0.00292     0.02793     0.00000     0.03085
     2.32241     0.00328     0.02925     0.00000     0.03253
     2.33241     0.00359     0.03107     0.00000     0.03467
     2.34241     0.00382     0.03294     0.00000     0.03676
     2.35241     0.00394     0.03439     0.00000     0.03833
     2.36241     0.00391     0.03498     0.00000     0.03890
     2.37241     0.00373     0.03448     0.00000     0.03821
     2.38241     0.00341     0.03293     0.00000     0.03634
     2.39241     0.00300     0.03059     0.00000     0.03359
     2.40241     0.00254     0.02794     0.00000     0.03048
     2.41241     0.00211     0.02547     0.00000     0.02758
     2.42241     0.00176     0.02360     0.00000     0.02536
     2.43241     0.00150     0.02263     0.00000     0.02413
     2.44241     0.00136     0.02272     0.00000     0.02408
     2.45241     0.00133     0.02398     0.00000     0.02531
     2.46241     0.00141     0.02647     0.00000     0.02789
     2.47241     0.00161     0.03027     0.00000     0.03188
     2.48241     0.00193     0.03543     0.00000     0.03736
     2.49241     0.00236     0.04199     0.00000     0.04435
     2.50241     0.00288     0.04969     0.00000     0.05258
     2.51241     0.00344     0.05789     0.00000     0.06133
     2.52241     0.00396     0.06551     0.00000     0.06947
     2.53241     0.00433     0.07127     0.00000     0.07560
     2.54241     0.00449     0.07409     0.00000     0.07858
     2.55241     0.00441     0.07358     0.00000     0.07799
     2.56241     0.00413     0.07035     0.00000     0.07447
     2.57241     0.00372     0.06575     0.00000     0.06947
     2.58241     0.00329     0.06156     0.00000     0.06485
     2.59241     0.00293     0.05922     0.00000     0.06215
     2.60241     0.00266     0.05942     0.00000     0.06209
     2.61241     0.00249     0.06196     0.00000     0.06445
     2.62241     0.00237     0.06581     0.00000     0.06817
     2.63241     0.00226     0.06959     0.00000     0.07186
     2.64241     0.00215     0.07194     0.00000     0.07409
     2.65241     0.00201     0.07195     0.00000     0.07396
     2.66241     0.00186     0.06941     0.00000     0.07127
     2.67241     0.00171     0.06488     0.00000     0.06659
     2.68241     0.00159     0.05941     0.00000     0.06100
     2.69241     0.00152     0.05418     0.00000     0.05570
     2.70241     0.00150     0.05018     0.00000     0.05168
     2.71241     0.00155     0.04790     0.00000     0.04945
     2.72241     0.00166     0.04733     0.00000     0.04899
     2.73241     0.00183     0.04802     0.00000     0.04985
     2.74241     0.00205     0.04936     0.00000     0.05141
     2.75241     0.00232     0.05073     0.00000     0.05304
     2.76241     0.00260     0.05165     0.00000     0.05425
     2.77241     0.00288     0.05196     0.00000     0.05484
     2.78241     0.00313     0.05174     0.00000     0.05486
     2.79241     0.00335     0.05148     0.00000     0.05482
     2.80241     0.00356     0.05190     0.00000     0.05546
     2.81241     0.00383     0.05388     0.00000     0.05771
     2.82241     0.00419     0.05808     0.00000     0.06227
     2.83241     0.00466     0.06473     0.00000     0.06939
     2.84241     0.00523     0.07334     0.00000     0.07857
     2.85241     0.00582     0.08272     0.00000     0.08854
     2.86241     0.00631     0.09130     0.00000     0.09761
     2.87241     0.00662     0.09742     0.00000     0.10403
     2.88241     0.00667     0.09989     0.00000     0.10656
     2.89241     0.00648     0.09831     0.00000     0.10479
     2.90241     0.00613     0.09308     0.00000     0.09921
     2.91341     0.00571     0.08542     0.00000     0.09113
     2.92341     0.00535     0.07703     0.00000     0.08238
     2.93341     0.00516     0.06963     0.00000     0.07479
     2.94341     0.00516     0.06463     0.00000     0.06979
     2.95341     0.00533     0.06271     0.00000     0.06804
     2.96341     0.00558     0.06369     0.00000     0.06927
     2.97341     0.00578     0.06669     0.00000     0.07247
     2.98341     0.00583     0.07040     0.00000     0.07623
     2.99341     0.00568     0.07354     0.00000     0.07922
     3.00341     0.00532     0.07525     0.00000     0.08057
     3.01341     0.00482     0.07543     0.00000     0.08025
     3.02341     0.00428     0.07466     0.00000     0.07894
     3.03341     0.00380     0.07408     0.00000     0.07788
     3.04341     0.00345     0.07481     0.00000     0.07826
     3.05341     0.00327     0.07759     0.00000     0.08087
     3.06341     0.00326     0.08246     0.00000     0.08572
     3.07341     0.00339     0.08865     0.00000     0.09204
     3.08341     0.00361     0.09491     0.00000     0.09852
     3.09341     0.00386     0.09983     0.00000     0.10369
     3.10341     0.00411     0.10229     0.00000     0.10640
     3.11341     0.00432     0.10170     0.00000     0.10602
     3.12341     0.00449     0.09805     0.00000     0.10254
     3.13341     0.00461     0.09191     0.00000     0.09652
     3.14341     0.00467     0.08422     0.00000     0.08889
     3.15341     0.00470     0.07605     0.00000     0.08075
     3.16341     0.00472     0.06836     0.00000     0.07308
     3.17341     0.00475     0.06183     0.00000     0.06658
     3.18341     0.00477     0.05670     0.00000     0.06146
     3.19341     0.00476     0.05273     0.00000     0.05749
     3.20341     0.00465     0.04945     0.00000     0.05410
     3.21341     0.00442     0.04643     0.00000     0.05084
     3.22341     0.00403     0.04364     0.00000     0.04767
     3.23341     0.00353     0.04153     0.00000     0.04505
     3.24341     0.00299     0.04098     0.00000     0.04397
     3.25341     0.00251     0.04269     0.00000     0.04520
     3.26341     0.00217     0.04693     0.00000     0.04910
     3.27341     0.00200     0.05323     0.00000     0.05523
     3.28341     0.00204     0.06044     0.00000     0.06248
     3.29341     0.00228     0.06743     0.00000     0.06971
     3.30341     0.00273     0.07357     0.00000     0.07630
     3.31341     0.00343     0.07911     0.00000     0.08254
     3.32341     0.00440     0.08509     0.00000     0.08949
     3.33341     0.00565     0.09272     0.00000     0.09837
