     #Energy           s           p           d       tot  
     0.42041     0.00099     0.00096     0.00000     0.00195
     0.43041     0.00099     0.00095     0.00000     0.00194
     0.44041     0.00091     0.00087     0.00000     0.00178
     0.45041     0.00077     0.00074     0.00000     0.00151
     0.46041     0.00060     0.00058     0.00000     0.00118
     0.47041     0.00043     0.00042     0.00000     0.00085
     0.48041     0.00029     0.00028     0.00000     0.00057
     0.49041     0.00018     0.00017     0.00000     0.00035
     0.50041     0.00010     0.00010     0.00000     0.00020
     0.51041     0.00005     0.00005     0.00000     0.00010
     0.52041     0.00003     0.00002     0.00000     0.00005
     0.53041     0.00001     0.00001     0.00000     0.00002
     0.54041     0.00000     0.00000     0.00000     0.00001
     0.55041     0.00000     0.00000     0.00000     0.00000
     0.56041     0.00000     0.00000     0.00000     0.00000
     0.57041     0.00000     0.00000     0.00000     0.00000
     0.58041     0.00000     0.00000     0.00000     0.00000
     0.59041     0.00000     0.00000     0.00000     0.00000
     0.60041     0.00000     0.00000     0.00000     0.00000
     0.61041     0.00000     0.00000     0.00000     0.00000
     0.62041     0.00000     0.00000     0.00000     0.00000
     0.63041     0.00000     0.00000     0.00000     0.00000
     0.64041     0.00000     0.00000     0.00000     0.00001
     0.65041     0.00001     0.00001     0.00000     0.00001
     0.66041     0.00001     0.00002     0.00000     0.00003
     0.67041     0.00002     0.00004     0.00000     0.00006
     0.68041     0.00005     0.00007     0.00000     0.00012
     0.69041     0.00008     0.00012     0.00000     0.00020
     0.70041     0.00012     0.00019     0.00000     0.00031
     0.71041     0.00018     0.00028     0.00000     0.00046
     0.72041     0.00025     0.00038     0.00000     0.00063
     0.73041     0.00031     0.00048     0.00000     0.00079
     0.74041     0.00037     0.00056     0.00000     0.00093
     0.75041     0.00041     0.00061     0.00000     0.00102
     0.76041     0.00043     0.00064     0.00000     0.00107
     0.77041     0.00044     0.00064     0.00000     0.00108
     0.78041     0.00044     0.00063     0.00000     0.00107
     0.79041     0.00045     0.00063     0.00000     0.00107
     0.80041     0.00047     0.00063     0.00000     0.00110
     0.81041     0.00050     0.00065     0.00000     0.00115
     0.82041     0.00053     0.00068     0.00000     0.00121
     0.83041     0.00056     0.00071     0.00000     0.00127
