#K-Path          Energy     s      p      d    tot
# NKPTS & NBANDS:  19 656
# Band-Index    1
   0.36667     -3.816938  0.000  0.007  0.000  0.008
   0.33196     -3.798427  0.000  0.006  0.000  0.008
   0.33196     -3.798427  0.000  0.006  0.000  0.008
   0.29145     -3.834812  0.000  0.006  0.000  0.007
   0.25095     -3.832946  0.000  0.005  0.000  0.006
   0.21045     -3.825216  0.000  0.004  0.000  0.004
   0.21045     -3.825216  0.000  0.004  0.000  0.004
   0.17538     -3.831014  0.000  0.006  0.000  0.006
   0.14030     -3.869630  0.000  0.008  0.000  0.010
   0.10523     -3.865400  0.000  0.004  0.000  0.004
   0.07015     -3.870773  0.000  0.007  0.000  0.007
   0.03508     -3.873505  0.000  0.006  0.000  0.007
   0.00000     -3.873733  0.000  0.006  0.000  0.006
 
# Band-Index  193
   0.00000     -3.804433  0.000  0.006  0.000  0.006
   0.03508     -3.793132  0.000  0.005  0.000  0.005
   0.07015     -3.804437  0.000  0.007  0.000  0.007
   0.10523     -3.788939  0.000  0.009  0.000  0.009
   0.14030     -3.751871  0.000  0.008  0.000  0.008
   0.17538     -3.751483  0.000  0.008  0.000  0.008
   0.21045     -3.737963  0.000  0.009  0.000  0.009
   0.21045     -3.737963  0.000  0.009  0.000  0.009
   0.25095     -3.702656  0.000  0.011  0.000  0.012
   0.29145     -3.681323  0.000  0.011  0.000  0.012
   0.33196     -3.664621  0.000  0.008  0.000  0.008
   0.33196     -3.664621  0.000  0.008  0.000  0.008
   0.36667     -3.671939  0.000  0.009  0.000  0.009
   0.40139     -3.702427  0.000  0.010  0.000  0.010
   0.43610     -3.746416  0.000  0.006  0.000  0.006
   0.47082     -3.780807  0.000  0.005  0.000  0.005
   0.50553     -3.819531  0.000  0.008  0.000  0.008
   0.54025     -3.802722  0.000  0.007  0.000  0.007
   0.57496     -3.804433  0.000  0.006  0.000  0.006
 
# Band-Index  194
   0.57496     -3.743120  0.000  0.003  0.000  0.003
   0.54025     -3.761652  0.000  0.006  0.000  0.006
   0.50553     -3.739079  0.000  0.007  0.000  0.007
   0.47082     -3.697671  0.000  0.009  0.000  0.011
   0.43610     -3.663347  0.000  0.004  0.000  0.004
   0.40139     -3.565348  0.000  0.002  0.000  0.002
   0.36667     -3.500083  0.000  0.004  0.000  0.004
   0.33196     -3.550071  0.000  0.003  0.000  0.003
   0.33196     -3.550071  0.000  0.003  0.000  0.003
   0.29145     -3.554135  0.000  0.005  0.000  0.005
   0.25095     -3.593258  0.000  0.006  0.000  0.006
   0.21045     -3.593972  0.000  0.007  0.000  0.007
   0.21045     -3.593972  0.000  0.007  0.000  0.007
   0.17538     -3.615680  0.000  0.004  0.000  0.005
   0.14030     -3.665677  0.000  0.005  0.000  0.005
   0.10523     -3.694339  0.000  0.008  0.000  0.009
   0.07015     -3.731320  0.000  0.008  0.000  0.008
   0.03508     -3.757962  0.000  0.005  0.000  0.005
   0.00000     -3.743120  0.000  0.003  0.000  0.003
 
# Band-Index  195
   0.00000     -3.696707  0.000  0.007  0.000  0.007
   0.03508     -3.657327  0.000  0.006  0.000  0.006
   0.07015     -3.623519  0.000  0.010  0.000  0.010
   0.10523     -3.642854  0.000  0.010  0.000  0.010
   0.14030     -3.579953  0.000  0.007  0.000  0.007
   0.17538     -3.498661  0.000  0.020  0.000  0.020
   0.21045     -3.508221  0.000  0.020  0.000  0.020
   0.21045     -3.508221  0.000  0.020  0.000  0.020
   0.25095     -3.482064  0.000  0.014  0.000  0.014
   0.29145     -3.442931  0.000  0.007  0.000  0.007
   0.33196     -3.444396  0.000  0.004  0.000  0.004
   0.33196     -3.444396  0.000  0.004  0.000  0.004
   0.36667     -3.464753  0.000  0.003  0.000  0.003
   0.40139     -3.506048  0.000  0.005  0.000  0.005
   0.43610     -3.584334  0.000  0.008  0.000  0.008
   0.47082     -3.656818  0.000  0.010  0.000  0.010
   0.50553     -3.640965  0.000  0.011  0.000  0.011
   0.54025     -3.659737  0.000  0.006  0.000  0.006
   0.57496     -3.696707  0.000  0.007  0.000  0.007
 
# Band-Index  196
   0.57496     -3.536588  0.000  0.012  0.000  0.012
   0.54025     -3.547598  0.000  0.013  0.000  0.013
   0.50553     -3.546127  0.000  0.007  0.000  0.007
   0.47082     -3.490574  0.000  0.005  0.000  0.005
   0.43610     -3.441105  0.000  0.007  0.000  0.007
   0.40139     -3.416031  0.000  0.005  0.000  0.005
   0.36667     -3.361872  0.000  0.008  0.000  0.008
   0.33196     -3.391377  0.000  0.002  0.000  0.002
   0.33196     -3.391377  0.000  0.002  0.000  0.002
   0.29145     -3.357611  0.000  0.002  0.000  0.002
   0.25095     -3.298769  0.000  0.001  0.000  0.001
   0.21045     -3.249217  0.000  0.001  0.000  0.001
   0.21045     -3.249217  0.000  0.001  0.000  0.001
   0.17538     -3.377143  0.000  0.002  0.000  0.002
   0.14030     -3.411115  0.000  0.016  0.000  0.016
   0.10523     -3.455494  0.000  0.006  0.000  0.006
   0.07015     -3.525142  0.000  0.010  0.000  0.010
   0.03508     -3.535510  0.000  0.015  0.000  0.015
   0.00000     -3.536588  0.000  0.012  0.000  0.012
 
# Band-Index  197
   0.00000     -3.431448  0.000  0.011  0.000  0.011
   0.03508     -3.440326  0.000  0.008  0.000  0.008
   0.07015     -3.434938  0.000  0.008  0.000  0.008
   0.10523     -3.404191  0.000  0.012  0.000  0.012
   0.14030     -3.348805  0.000  0.007  0.000  0.007
   0.17538     -3.256886  0.000  0.007  0.000  0.007
   0.21045     -3.210912  0.000  0.005  0.000  0.005
   0.21045     -3.210912  0.000  0.005  0.000  0.005
   0.25095     -3.246623  0.000  0.002  0.000  0.002
   0.29145     -3.302437  0.000  0.004  0.000  0.004
   0.33196     -3.308584  0.000  0.007  0.000  0.007
   0.33196     -3.308584  0.000  0.007  0.000  0.007
   0.36667     -3.320476  0.000  0.006  0.000  0.006
   0.40139     -3.297721  0.000  0.012  0.000  0.012
   0.43610     -3.337109  0.000  0.005  0.000  0.005
   0.47082     -3.396231  0.000  0.004  0.000  0.004
   0.50553     -3.423982  0.000  0.005  0.000  0.005
   0.54025     -3.431740  0.000  0.008  0.000  0.008
   0.57496     -3.431448  0.000  0.011  0.000  0.011
 
# Band-Index  198
   0.57496     -3.238275  0.000  0.003  0.000  0.003
   0.54025     -3.235876  0.000  0.002  0.000  0.002
   0.50553     -3.232935  0.000  0.002  0.000  0.002
   0.47082     -3.230561  0.000  0.003  0.000  0.003
   0.43610     -3.224571  0.000  0.004  0.000  0.004
   0.40139     -3.201002  0.000  0.003  0.000  0.003
   0.36667     -3.262381  0.000  0.002  0.000  0.002
   0.33196     -3.234984  0.000  0.007  0.000  0.007
   0.33196     -3.234984  0.000  0.007  0.000  0.007
   0.29145     -3.228569  0.000  0.007  0.000  0.007
   0.25095     -3.194564  0.000  0.010  0.000  0.010
   0.21045     -3.202984  0.000  0.005  0.000  0.005
   0.21045     -3.202984  0.000  0.005  0.000  0.005
   0.17538     -3.183261  0.000  0.003  0.000  0.003
   0.14030     -3.241968  0.000  0.003  0.000  0.003
   0.10523     -3.269941  0.000  0.007  0.000  0.007
   0.07015     -3.258456  0.000  0.005  0.000  0.005
   0.03508     -3.242977  0.000  0.004  0.000  0.004
   0.00000     -3.238275  0.000  0.003  0.000  0.003
 
# Band-Index  199
   0.00000     -3.102788  0.000  0.015  0.000  0.015
   0.03508     -3.102629  0.000  0.015  0.000  0.015
   0.07015     -3.102711  0.000  0.015  0.000  0.015
   0.10523     -3.102719  0.000  0.015  0.000  0.015
   0.14030     -3.102482  0.000  0.015  0.000  0.015
   0.17538     -3.101992  0.000  0.015  0.000  0.015
   0.21045     -3.117836  0.000  0.007  0.000  0.008
   0.21045     -3.117836  0.000  0.007  0.000  0.008
   0.25095     -3.103550  0.000  0.012  0.000  0.014
   0.29145     -3.104699  0.000  0.016  0.000  0.018
   0.33196     -3.127804  0.000  0.013  0.000  0.013
   0.33196     -3.127804  0.000  0.013  0.000  0.013
   0.36667     -3.144384  0.000  0.014  0.000  0.015
   0.40139     -3.166464  0.000  0.012  0.000  0.012
   0.43610     -3.125694  0.000  0.027  0.000  0.027
   0.47082     -3.103734  0.000  0.015  0.000  0.015
   0.50553     -3.103149  0.000  0.015  0.000  0.015
   0.54025     -3.102719  0.000  0.015  0.000  0.015
   0.57496     -3.102788  0.000  0.015  0.000  0.015
 
# Band-Index  200
   0.57496     -3.023790  0.000  0.025  0.000  0.025
   0.54025     -3.016814  0.000  0.030  0.000  0.030
   0.50553     -3.019155  0.000  0.038  0.000  0.038
   0.47082     -3.057920  0.000  0.037  0.000  0.037
   0.43610     -3.103602  0.000  0.015  0.000  0.015
   0.40139     -3.104550  0.000  0.014  0.000  0.015
   0.36667     -3.104914  0.000  0.014  0.000  0.015
   0.33196     -3.103789  0.000  0.014  0.000  0.015
   0.33196     -3.103789  0.000  0.014  0.000  0.015
   0.29145     -3.096711  0.000  0.020  0.000  0.020
   0.25095     -3.097666  0.000  0.013  0.000  0.014
   0.21045     -3.092526  0.000  0.012  0.000  0.013
   0.21045     -3.092526  0.000  0.012  0.000  0.013
   0.17538     -3.065956  0.000  0.033  0.000  0.033
   0.14030     -3.020439  0.000  0.041  0.000  0.041
   0.10523     -3.005443  0.000  0.036  0.000  0.036
   0.07015     -3.008692  0.000  0.035  0.000  0.035
   0.03508     -3.017918  0.000  0.031  0.000  0.031
   0.00000     -3.023790  0.000  0.025  0.000  0.025
 
# Band-Index  201
   0.00000     -2.888431  0.000  0.034  0.000  0.034
   0.03508     -2.877245  0.000  0.030  0.000  0.030
   0.07015     -2.862593  0.000  0.031  0.000  0.031
   0.10523     -2.876139  0.000  0.038  0.000  0.038
   0.14030     -2.914470  0.000  0.021  0.000  0.021
   0.17538     -2.998959  0.000  0.020  0.000  0.020
   0.21045     -3.058382  0.000  0.047  0.000  0.047
   0.21045     -3.058382  0.000  0.047  0.000  0.047
   0.25095     -3.053017  0.000  0.031  0.000  0.031
   0.29145     -3.029961  0.000  0.012  0.000  0.012
   0.33196     -3.008368  0.000  0.027  0.000  0.027
   0.33196     -3.008368  0.000  0.027  0.000  0.027
   0.36667     -3.032889  0.000  0.014  0.000  0.014
   0.40139     -3.030599  0.000  0.006  0.000  0.007
   0.43610     -2.941736  0.000  0.028  0.000  0.028
   0.47082     -2.905709  0.000  0.028  0.000  0.028
   0.50553     -2.874468  0.000  0.018  0.000  0.018
   0.54025     -2.880655  0.000  0.029  0.000  0.029
   0.57496     -2.888431  0.000  0.034  0.000  0.034
 
# Band-Index  202
   0.57496     -2.805644  0.000  0.038  0.000  0.038
   0.54025     -2.820816  0.000  0.039  0.000  0.039
   0.50553     -2.846574  0.000  0.039  0.000  0.039
   0.47082     -2.842077  0.000  0.018  0.000  0.018
   0.43610     -2.891687  0.000  0.009  0.000  0.009
   0.40139     -2.932343  0.000  0.032  0.000  0.032
   0.36667     -2.925242  0.000  0.030  0.000  0.030
   0.33196     -2.882188  0.000  0.018  0.000  0.018
   0.33196     -2.882188  0.000  0.018  0.000  0.018
   0.29145     -2.906225  0.000  0.024  0.000  0.024
   0.25095     -2.964489  0.000  0.001  0.000  0.001
   0.21045     -3.007360  0.000  0.000  0.000  0.000
   0.21045     -3.007360  0.000  0.000  0.000  0.000
   0.17538     -2.956392  0.000  0.000  0.000  0.000
   0.14030     -2.887024  0.000  0.004  0.000  0.004
   0.10523     -2.850048  0.000  0.005  0.000  0.005
   0.07015     -2.830408  0.000  0.024  0.000  0.024
   0.03508     -2.810876  0.000  0.036  0.000  0.036
   0.00000     -2.805644  0.000  0.038  0.000  0.038
 
# Band-Index  203
   0.00000     -2.561168  0.000  0.040  0.000  0.040
   0.03508     -2.572674  0.000  0.040  0.000  0.040
   0.07015     -2.610621  0.000  0.040  0.000  0.040
   0.10523     -2.672412  0.000  0.036  0.000  0.036
   0.14030     -2.789624  0.000  0.016  0.000  0.016
   0.17538     -2.876748  0.000  0.012  0.000  0.013
   0.21045     -2.894613  0.000  0.004  0.000  0.004
   0.21045     -2.894613  0.000  0.004  0.000  0.004
   0.25095     -2.896612  0.000  0.012  0.000  0.012
   0.29145     -2.873802  0.000  0.002  0.000  0.002
   0.33196     -2.805221  0.000  0.010  0.000  0.010
   0.33196     -2.805221  0.000  0.010  0.000  0.010
   0.36667     -2.784797  0.000  0.008  0.000  0.008
   0.40139     -2.723061  0.000  0.020  0.000  0.020
   0.43610     -2.652418  0.000  0.041  0.000  0.041
   0.47082     -2.587807  0.000  0.045  0.000  0.045
   0.50553     -2.556392  0.000  0.040  0.000  0.040
   0.54025     -2.555161  0.000  0.040  0.000  0.040
   0.57496     -2.561168  0.000  0.040  0.000  0.040
 
# Band-Index  204
   0.57496     -2.437607  0.000  0.018  0.000  0.018
   0.54025     -2.435034  0.000  0.016  0.000  0.016
   0.50553     -2.447752  0.000  0.012  0.000  0.012
   0.47082     -2.534319  0.000  0.014  0.000  0.014
   0.43610     -2.606094  0.000  0.027  0.000  0.027
   0.40139     -2.643571  0.000  0.045  0.000  0.045
   0.36667     -2.693184  0.000  0.040  0.000  0.040
   0.33196     -2.725993  0.000  0.021  0.000  0.021
   0.33196     -2.725993  0.000  0.021  0.000  0.021
   0.29145     -2.752631  0.000  0.041  0.000  0.041
   0.25095     -2.780198  0.000  0.039  0.000  0.039
   0.21045     -2.795745  0.000  0.036  0.000  0.036
   0.21045     -2.795745  0.000  0.036  0.000  0.036
   0.17538     -2.770544  0.000  0.032  0.000  0.032
   0.14030     -2.707829  0.000  0.023  0.000  0.023
   0.10523     -2.608371  0.000  0.003  0.000  0.003
   0.07015     -2.490001  0.000  0.005  0.000  0.005
   0.03508     -2.440131  0.000  0.014  0.000  0.014
   0.00000     -2.437607  0.000  0.018  0.000  0.018
 
# Band-Index  205
   0.00000     -2.287686  0.000  0.047  0.000  0.047
   0.03508     -2.307853  0.000  0.045  0.000  0.045
   0.07015     -2.354128  0.000  0.041  0.000  0.041
   0.10523     -2.440889  0.000  0.042  0.000  0.042
   0.14030     -2.513425  0.000  0.049  0.000  0.049
   0.17538     -2.544372  0.000  0.055  0.000  0.055
   0.21045     -2.553305  0.000  0.059  0.000  0.059
   0.21045     -2.553305  0.000  0.059  0.000  0.059
   0.25095     -2.537748  0.000  0.055  0.000  0.055
   0.29145     -2.510398  0.000  0.051  0.000  0.051
   0.33196     -2.544033  0.000  0.038  0.000  0.038
   0.33196     -2.544033  0.000  0.038  0.000  0.038
   0.36667     -2.532936  0.000  0.028  0.000  0.028
   0.40139     -2.539804  0.000  0.019  0.000  0.019
   0.43610     -2.523533  0.000  0.017  0.000  0.017
   0.47082     -2.477713  0.000  0.014  0.000  0.014
   0.50553     -2.390117  0.000  0.023  0.000  0.023
   0.54025     -2.313493  0.000  0.045  0.000  0.045
   0.57496     -2.287686  0.000  0.047  0.000  0.047
 
# Band-Index  206
   0.57496     -2.206704  0.000  0.007  0.000  0.007
   0.54025     -2.224353  0.000  0.009  0.000  0.009
   0.50553     -2.326966  0.000  0.037  0.000  0.037
   0.47082     -2.345795  0.000  0.047  0.000  0.048
   0.43610     -2.361700  0.000  0.036  0.000  0.036
   0.40139     -2.413273  0.000  0.030  0.000  0.030
   0.36667     -2.462359  0.000  0.030  0.000  0.030
   0.33196     -2.474682  0.000  0.029  0.000  0.029
   0.33196     -2.474682  0.000  0.029  0.000  0.029
   0.29145     -2.423900  0.000  0.012  0.000  0.012
   0.25095     -2.307211  0.000  0.015  0.000  0.016
   0.21045     -2.259678  0.000  0.015  0.000  0.015
   0.21045     -2.259678  0.000  0.015  0.000  0.015
   0.17538     -2.262445  0.000  0.016  0.000  0.016
   0.14030     -2.278147  0.000  0.019  0.000  0.019
   0.10523     -2.299754  0.000  0.025  0.000  0.025
   0.07015     -2.282373  0.000  0.026  0.000  0.026
   0.03508     -2.215810  0.000  0.016  0.000  0.016
   0.00000     -2.206704  0.000  0.007  0.000  0.007
 
# Band-Index  207
   0.00000     -2.026506  0.000  0.015  0.000  0.015
   0.03508     -2.134291  0.000  0.013  0.000  0.013
   0.07015     -2.182311  0.000  0.017  0.000  0.017
   0.10523     -2.160856  0.000  0.023  0.000  0.023
   0.14030     -2.127553  0.000  0.026  0.000  0.026
   0.17538     -2.094959  0.000  0.026  0.000  0.026
   0.21045     -2.083415  0.000  0.024  0.000  0.024
   0.21045     -2.083415  0.000  0.024  0.000  0.024
   0.25095     -2.097789  0.000  0.023  0.000  0.023
   0.29145     -2.128421  0.000  0.024  0.000  0.024
   0.33196     -2.151275  0.000  0.029  0.000  0.029
   0.33196     -2.151275  0.000  0.029  0.000  0.029
   0.36667     -2.189775  0.000  0.027  0.000  0.027
   0.40139     -2.231547  0.000  0.025  0.000  0.025
   0.43610     -2.264131  0.000  0.018  0.000  0.018
   0.47082     -2.251469  0.000  0.009  0.000  0.009
   0.50553     -2.209620  0.000  0.013  0.000  0.013
   0.54025     -2.155703  0.000  0.014  0.000  0.014
   0.57496     -2.026506  0.000  0.015  0.000  0.015
 
# Band-Index  208
   0.57496     -1.996669  0.000  0.004  0.000  0.004
   0.54025     -1.884192  0.000  0.010  0.000  0.010
   0.50553     -1.838853  0.000  0.018  0.000  0.018
   0.47082     -1.826484  0.000  0.021  0.000  0.021
   0.43610     -1.826494  0.000  0.024  0.000  0.024
   0.40139     -1.837282  0.000  0.025  0.000  0.025
   0.36667     -1.858478  0.000  0.026  0.000  0.026
   0.33196     -1.889159  0.000  0.024  0.000  0.024
   0.33196     -1.889159  0.000  0.024  0.000  0.024
   0.29145     -1.843531  0.000  0.035  0.000  0.035
   0.25095     -1.839128  0.000  0.036  0.000  0.036
   0.21045     -1.855115  0.000  0.031  0.000  0.031
   0.21045     -1.855115  0.000  0.031  0.000  0.031
   0.17538     -1.843892  0.000  0.029  0.000  0.029
   0.14030     -1.829295  0.000  0.024  0.000  0.024
   0.10523     -1.828974  0.000  0.017  0.000  0.017
   0.07015     -1.855921  0.000  0.011  0.000  0.011
   0.03508     -1.914247  0.000  0.006  0.000  0.006
   0.00000     -1.996669  0.000  0.004  0.000  0.004
 
# Band-Index  209
   0.00000     -1.779528  0.000  0.031  0.000  0.031
   0.03508     -1.722300  0.000  0.032  0.000  0.032
   0.07015     -1.616433  0.000  0.032  0.000  0.032
   0.10523     -1.521311  0.000  0.029  0.000  0.029
   0.14030     -1.454414  0.000  0.023  0.000  0.023
   0.17538     -1.417690  0.000  0.016  0.000  0.016
   0.21045     -1.410645  0.000  0.013  0.000  0.013
   0.21045     -1.410645  0.000  0.013  0.000  0.013
   0.25095     -1.460681  0.000  0.019  0.000  0.019
   0.29145     -1.521144  0.000  0.030  0.000  0.030
   0.33196     -1.545436  0.000  0.044  0.000  0.044
   0.33196     -1.545436  0.000  0.044  0.000  0.044
   0.36667     -1.535982  0.000  0.039  0.000  0.039
   0.40139     -1.537576  0.000  0.033  0.000  0.033
   0.43610     -1.551004  0.000  0.028  0.000  0.028
   0.47082     -1.586779  0.000  0.024  0.000  0.024
   0.50553     -1.659000  0.000  0.024  0.000  0.024
   0.54025     -1.747065  0.000  0.029  0.000  0.029
   0.57496     -1.779528  0.000  0.031  0.000  0.031
 
# Band-Index  210
   0.57496     -1.353179  0.000  0.012  0.000  0.012
   0.54025     -1.335442  0.000  0.015  0.000  0.015
   0.50553     -1.292238  0.000  0.023  0.000  0.023
   0.47082     -1.229173  0.000  0.034  0.000  0.034
   0.43610     -1.168530  0.000  0.041  0.000  0.041
   0.40139     -1.133868  0.000  0.044  0.000  0.044
   0.36667     -1.130984  0.000  0.043  0.000  0.043
   0.33196     -1.149993  0.000  0.044  0.000  0.044
   0.33196     -1.149993  0.000  0.044  0.000  0.044
   0.29145     -1.154328  0.000  0.043  0.000  0.043
   0.25095     -1.174247  0.000  0.026  0.000  0.026
   0.21045     -1.217205  0.000  0.009  0.000  0.009
   0.21045     -1.217205  0.000  0.009  0.000  0.009
   0.17538     -1.226809  0.000  0.011  0.000  0.011
   0.14030     -1.257112  0.000  0.009  0.000  0.009
   0.10523     -1.294652  0.000  0.008  0.000  0.008
   0.07015     -1.325713  0.000  0.008  0.000  0.008
   0.03508     -1.343981  0.000  0.011  0.000  0.011
   0.00000     -1.353179  0.000  0.012  0.000  0.012
 
# Band-Index  211
   0.00000     -1.125876  0.000  0.078  0.000  0.078
   0.03508     -1.122907  0.000  0.077  0.000  0.077
   0.07015     -1.125822  0.000  0.078  0.000  0.078
   0.10523     -1.131220  0.000  0.080  0.000  0.080
   0.14030     -1.137206  0.000  0.082  0.000  0.082
   0.17538     -1.144577  0.000  0.086  0.000  0.086
   0.21045     -1.153468  0.000  0.088  0.000  0.088
   0.21045     -1.153468  0.000  0.088  0.000  0.088
   0.25095     -1.109599  0.000  0.067  0.000  0.067
   0.29145     -0.997029  0.000  0.041  0.000  0.042
   0.33196     -0.901631  0.000  0.034  0.000  0.034
   0.33196     -0.901631  0.000  0.034  0.000  0.034
   0.36667     -0.906192  0.000  0.035  0.000  0.035
   0.40139     -0.937017  0.000  0.037  0.000  0.037
   0.43610     -0.986702  0.000  0.045  0.000  0.045
   0.47082     -1.041229  0.000  0.056  0.000  0.056
   0.50553     -1.086063  0.000  0.068  0.000  0.068
   0.54025     -1.114076  0.000  0.075  0.000  0.075
   0.57496     -1.125876  0.000  0.078  0.000  0.078
 
# Band-Index  212
   0.57496     -0.457682  0.000  0.008  0.000  0.008
   0.54025     -0.445368  0.000  0.009  0.000  0.009
   0.50553     -0.421378  0.000  0.011  0.000  0.011
   0.47082     -0.385065  0.000  0.015  0.000  0.015
   0.43610     -0.339641  0.000  0.020  0.000  0.020
   0.40139     -0.294853  0.000  0.024  0.000  0.024
   0.36667     -0.263225  0.000  0.026  0.000  0.026
   0.33196     -0.254836  0.000  0.023  0.000  0.023
   0.33196     -0.254836  0.000  0.023  0.000  0.023
   0.29145     -0.283304  0.000  0.025  0.000  0.025
   0.25095     -0.313927  0.000  0.026  0.000  0.026
   0.21045     -0.332420  0.000  0.026  0.000  0.026
   0.21045     -0.332420  0.000  0.026  0.000  0.026
   0.17538     -0.328745  0.000  0.026  0.000  0.026
   0.14030     -0.354783  0.000  0.023  0.000  0.023
   0.10523     -0.393248  0.000  0.016  0.000  0.016
   0.07015     -0.425077  0.000  0.012  0.000  0.012
   0.03508     -0.445973  0.000  0.009  0.000  0.009
   0.00000     -0.457682  0.000  0.008  0.000  0.008
 
# Band-Index  213
   0.00000      0.734658  0.000  0.078  0.000  0.078
   0.03508      0.733873  0.000  0.078  0.000  0.078
   0.07015      0.747603  0.000  0.077  0.000  0.077
   0.10523      0.773978  0.000  0.074  0.000  0.074
   0.14030      0.808909  0.000  0.071  0.000  0.071
   0.17538      0.846085  0.000  0.069  0.000  0.069
   0.21045      0.868010  0.000  0.071  0.000  0.071
   0.21045      0.868010  0.000  0.071  0.000  0.071
   0.25095      0.845231  0.000  0.062  0.000  0.062
   0.29145      0.801725  0.000  0.040  0.000  0.040
   0.33196      0.717648  0.000  0.031  0.000  0.031
   0.33196      0.717648  0.000  0.031  0.000  0.031
   0.36667      0.660502  0.000  0.037  0.000  0.037
   0.40139      0.646847  0.000  0.045  0.000  0.045
   0.43610      0.665279  0.000  0.056  0.000  0.056
   0.47082      0.693632  0.000  0.066  0.000  0.066
   0.50553      0.714923  0.000  0.073  0.000  0.073
   0.54025      0.726921  0.000  0.078  0.000  0.078
   0.57496      0.734658  0.000  0.078  0.000  0.078
 
# Band-Index  214
   0.57496      1.126564  0.000  0.028  0.000  0.028
   0.54025      1.108557  0.000  0.029  0.000  0.029
   0.50553      1.069677  0.000  0.032  0.000  0.032
   0.47082      1.022868  0.000  0.040  0.000  0.040
   0.43610      0.980329  0.000  0.047  0.000  0.047
   0.40139      0.945201  0.000  0.054  0.000  0.054
   0.36667      0.913932  0.000  0.061  0.000  0.061
   0.33196      0.888201  0.000  0.064  0.000  0.065
   0.33196      0.888201  0.000  0.064  0.000  0.065
   0.29145      0.909297  0.000  0.055  0.000  0.055
   0.25095      0.962912  0.000  0.033  0.000  0.033
   0.21045      0.985645  0.000  0.024  0.000  0.024
   0.21045      0.985645  0.000  0.024  0.000  0.024
   0.17538      0.992266  0.000  0.025  0.000  0.025
   0.14030      1.026685  0.000  0.025  0.000  0.025
   0.10523      1.066114  0.000  0.025  0.000  0.025
   0.07015      1.096772  0.000  0.027  0.000  0.027
   0.03508      1.116538  0.000  0.028  0.000  0.028
   0.00000      1.126564  0.000  0.028  0.000  0.028
 
# Band-Index  215
   0.00000      1.825268  0.000  0.043  0.000  0.043
   0.03508      1.814000  0.000  0.043  0.000  0.043
   0.07015      1.776146  0.000  0.039  0.000  0.039
   0.10523      1.701791  0.000  0.034  0.000  0.034
   0.14030      1.615631  0.000  0.028  0.000  0.028
   0.17538      1.553447  0.000  0.024  0.000  0.024
   0.21045      1.536047  0.000  0.023  0.000  0.023
   0.21045      1.536047  0.000  0.023  0.000  0.023
   0.25095      1.517199  0.000  0.023  0.000  0.023
   0.29145      1.522229  0.000  0.026  0.000  0.026
   0.33196      1.577278  0.000  0.031  0.000  0.031
   0.33196      1.577278  0.000  0.031  0.000  0.031
   0.36667      1.601333  0.000  0.025  0.000  0.025
   0.40139      1.638169  0.000  0.026  0.000  0.026
   0.43610      1.696701  0.000  0.029  0.000  0.029
   0.47082      1.765773  0.000  0.036  0.000  0.036
   0.50553      1.812205  0.000  0.041  0.000  0.041
   0.54025      1.823650  0.000  0.042  0.000  0.042
   0.57496      1.825268  0.000  0.043  0.000  0.043
 
# Band-Index  216
   0.57496      2.206912  0.000  0.052  0.000  0.052
   0.54025      2.134706  0.000  0.048  0.000  0.049
   0.50553      2.048022  0.000  0.030  0.000  0.030
   0.47082      1.995599  0.000  0.020  0.000  0.020
   0.43610      1.973096  0.000  0.017  0.000  0.017
   0.40139      1.949228  0.000  0.019  0.000  0.019
   0.36667      1.917791  0.000  0.022  0.000  0.022
   0.33196      1.892411  0.000  0.021  0.000  0.021
   0.33196      1.892411  0.000  0.021  0.000  0.021
   0.29145      1.916774  0.000  0.026  0.000  0.026
   0.25095      1.906271  0.000  0.029  0.000  0.029
   0.21045      1.884262  0.000  0.030  0.000  0.030
   0.21045      1.884262  0.000  0.030  0.000  0.030
   0.17538      1.891744  0.000  0.030  0.000  0.030
   0.14030      1.922080  0.000  0.032  0.000  0.032
   0.10523      1.962567  0.000  0.033  0.000  0.033
   0.07015      2.026153  0.000  0.037  0.000  0.037
   0.03508      2.122069  0.000  0.047  0.000  0.047
   0.00000      2.206912  0.000  0.052  0.000  0.052
 
# Band-Index  217
   0.00000      2.232222  0.000  0.075  0.000  0.075
   0.03508      2.262436  0.000  0.069  0.000  0.069
   0.07015      2.227367  0.000  0.040  0.000  0.040
   0.10523      2.154196  0.000  0.022  0.000  0.022
   0.14030      2.095057  0.000  0.017  0.000  0.017
   0.17538      2.067262  0.000  0.014  0.000  0.014
   0.21045      2.062873  0.000  0.014  0.000  0.014
   0.21045      2.062873  0.000  0.014  0.000  0.014
   0.25095      2.068204  0.000  0.012  0.000  0.013
   0.29145      2.111676  0.000  0.014  0.000  0.014
   0.33196      2.155260  0.000  0.027  0.000  0.027
   0.33196      2.155260  0.000  0.027  0.000  0.027
   0.36667      2.138539  0.000  0.022  0.000  0.022
   0.40139      2.134386  0.000  0.024  0.000  0.024
   0.43610      2.156651  0.000  0.029  0.000  0.029
   0.47082      2.202250  0.000  0.033  0.000  0.033
   0.50553      2.249998  0.000  0.043  0.000  0.043
   0.54025      2.262446  0.000  0.064  0.000  0.064
   0.57496      2.232222  0.000  0.075  0.000  0.075
 
# Band-Index  218
   0.57496      2.454232  0.000  0.008  0.000  0.008
   0.54025      2.438014  0.000  0.021  0.000  0.021
   0.50553      2.411012  0.000  0.055  0.000  0.055
